StateVec,Action,Reward,SLAMet,CPUCost,Source
"[89.67, 1.120875]",0.0,1,YES,89.67,XGBoost
"[198.1, 1.238125]",2.0,0,NO,198.1,RoundRobin
"[177.7, 1.110625]",2.0,0,NO,177.7,FCFS
"[152.18, 0.951125]",2.0,0,NO,152.18,XGBoost
"[96.18, 1.20225]",0.0,1,YES,96.18,RoundRobin
"[198.14, 1.238375]",2.0,0,NO,198.14,FCFS
"[175.08, 1.09425]",2.0,0,NO,175.08,RoundRobin
"[98.4, 1.23]",0.0,1,YES,98.4,RoundRobin
"[80.12, 1.0015]",0.0,1,YES,80.12,XGBoost
"[83.28, 1.041]",0.0,1,YES,83.28,XGBoost
"[81.46, 1.01825]",0.0,1,YES,81.46,RoundRobin
"[83.15, 1.039375]",0.0,1,YES,83.15,XGBoost
"[70.5, 0.88125]",0.0,1,YES,70.5,FCFS
"[142.1, 0.888125]",2.0,0,NO,142.1,XGBoost
"[134.955, 1.124625]",1.0,0,NO,134.955,FCFS
"[62, 13143, 21, 20, 3]",1.0,1,YES,3.43,Original
"[155.92, 0.9745]",2.0,0,NO,155.92,XGBoost
"[81.83, 1.022875]",0.0,1,YES,81.83,XGBoost
"[190.82, 1.192625]",2.0,0,NO,190.82,FCFS
"[124.125, 1.034375]",1.0,0,NO,124.125,FCFS
"[171.52, 1.072]",2.0,0,NO,171.52,FCFS
"[94.29, 1.178625]",0.0,1,YES,94.29,RoundRobin
"[183.38, 1.146125]",2.0,1,YES,183.38,XGBoost
"[44, 12821, 14, 20, 3]",1.0,1,YES,3.52,Original
"[107.04, 0.892]",1.0,0,NO,107.04,FCFS
"[107.55, 0.89625]",1.0,0,NO,107.55,FCFS
"[91.77, 1.147125]",0.0,1,YES,91.77,FCFS
"[189.48, 1.18425]",2.0,0,NO,189.48,RoundRobin
"[173.94, 1.087125]",2.0,1,YES,173.94,XGBoost
"[194.92, 1.21825]",2.0,0,NO,194.92,RoundRobin
"[144.88, 0.9055]",2.0,0,NO,144.88,FCFS
"[159.02, 0.993875]",2.0,0,NO,159.02,FCFS
"[114.165, 0.951375]",1.0,0,NO,114.165,RoundRobin
"[76.02, 0.95025]",0.0,1,YES,76.02,XGBoost
"[85, 2498, 22, 19, 2]",0.0,1,YES,6.78,Original
"[71.16, 0.8895]",0.0,1,YES,71.16,XGBoost
"[192.06, 1.200375]",2.0,0,NO,192.06,RoundRobin
"[149.46, 1.2455]",1.0,0,NO,149.46,FCFS
"[105.315, 0.877625]",1.0,0,NO,105.315,FCFS
"[86.86, 1.08575]",0.0,1,YES,86.86,RoundRobin
"[164.86, 1.030375]",2.0,0,NO,164.86,RoundRobin
"[87.56, 1.0945]",0.0,1,YES,87.56,RoundRobin
"[145.995, 1.216625]",1.0,0,NO,145.995,FCFS
"[87.1, 1.08875]",0.0,1,YES,87.1,XGBoost
"[54, 2421, 61, 3, 3]",1.0,1,YES,4.0,Original
"[141.57, 1.17975]",1.0,0,NO,141.57,RoundRobin
"[82.4, 1.03]",0.0,1,YES,82.4,RoundRobin
"[81.2, 1.015]",0.0,1,YES,81.2,XGBoost
"[99.21, 1.240125]",0.0,1,YES,99.21,RoundRobin
"[70.26, 0.87825]",0.0,1,YES,70.26,FCFS
"[87.57, 1.094625]",0.0,1,YES,87.57,XGBoost
"[91.38, 1.14225]",0.0,1,YES,91.38,XGBoost
"[85.6, 1.07]",0.0,1,YES,85.6,FCFS
"[75.27, 0.940875]",0.0,1,YES,75.27,XGBoost
"[140.895, 1.174125]",1.0,0,NO,140.895,RoundRobin
"[78.07, 0.975875]",0.0,1,YES,78.07,XGBoost
"[81, 1768, 67, 44, 3]",0.0,1,YES,5.9,Original
"[32, 7090, 28, 9, 3]",1.0,1,YES,3.88,Original
"[79.71, 0.996375]",0.0,1,YES,79.71,XGBoost
"[73.76, 0.922]",0.0,1,YES,73.76,XGBoost
"[86.22, 1.07775]",0.0,1,YES,86.22,XGBoost
"[187.82, 1.173875]",2.0,0,NO,187.82,RoundRobin
"[55, 2609, 10, 24, 3]",1.0,1,YES,4.75,Original
"[95.96, 1.1995]",0.0,1,YES,95.96,RoundRobin
"[168.62, 1.053875]",2.0,0,NO,168.62,RoundRobin
"[76.83, 0.960375]",0.0,1,YES,76.83,XGBoost
"[87.24, 1.0905]",0.0,1,YES,87.24,XGBoost
"[129.405, 1.078375]",1.0,0,NO,129.405,FCFS
"[164.9, 1.030625]",2.0,1,YES,164.9,XGBoost
"[71.34, 0.89175]",0.0,1,YES,71.34,RoundRobin
"[147.375, 1.228125]",1.0,0,NO,147.375,FCFS
"[131.58, 1.0965]",1.0,0,NO,131.58,RoundRobin
"[99.84, 1.248]",0.0,1,YES,99.84,RoundRobin
"[72.55, 0.906875]",0.0,1,YES,72.55,RoundRobin
"[94.03, 1.175375]",0.0,1,YES,94.03,FCFS
"[143.04, 0.894]",2.0,0,NO,143.04,XGBoost
"[165.02, 1.031375]",2.0,1,YES,165.02,XGBoost
"[186.06, 1.162875]",2.0,1,YES,186.06,XGBoost
"[73.31, 0.916375]",0.0,1,YES,73.31,XGBoost
"[78.18, 0.97725]",0.0,1,YES,78.18,XGBoost
"[71.18, 0.88975]",0.0,1,YES,71.18,RoundRobin
"[99.2, 1.24]",0.0,1,YES,99.2,XGBoost
"[158.16, 0.9885]",2.0,0,NO,158.16,FCFS
"[74.33, 0.929125]",0.0,1,YES,74.33,FCFS
"[147.225, 1.226875]",1.0,0,NO,147.225,FCFS
"[99.84, 1.248]",0.0,1,YES,99.84,XGBoost
"[73.3, 0.91625]",0.0,1,YES,73.3,XGBoost
"[191.3, 1.195625]",2.0,1,YES,191.3,XGBoost
"[180.6, 1.12875]",2.0,0,NO,180.6,FCFS
"[55, 10465, 43, 19, 1]",1.0,1,YES,4.07,Original
"[73.2, 0.915]",0.0,1,YES,73.2,RoundRobin
"[78.43, 0.980375]",0.0,1,YES,78.43,RoundRobin
"[143.96, 0.89975]",2.0,0,NO,143.96,FCFS
"[75.99, 0.949875]",0.0,1,YES,75.99,XGBoost
"[143.97, 1.19975]",1.0,0,NO,143.97,FCFS
"[92.15, 1.151875]",0.0,1,YES,92.15,RoundRobin
"[155.08, 0.96925]",2.0,0,NO,155.08,XGBoost
"[90, 1822, 78, 6, 3]",0.0,1,YES,9.73,Original
"[160.32, 1.002]",2.0,0,NO,160.32,RoundRobin
"[170.0, 1.0625]",2.0,0,NO,170.0,RoundRobin
"[107.7, 0.8975]",1.0,0,NO,107.7,RoundRobin
"[86.39, 1.079875]",0.0,1,YES,86.39,XGBoost
"[56, 11932, 68, 17, 1]",0.0,1,YES,7.63,Original
"[189.46, 1.184125]",2.0,1,YES,189.46,XGBoost
"[185.64, 1.16025]",2.0,0,NO,185.64,RoundRobin
"[174.12, 1.08825]",2.0,1,YES,174.12,XGBoost
"[189.98, 1.187375]",2.0,0,NO,189.98,FCFS
"[173.42, 1.083875]",2.0,0,NO,173.42,FCFS
"[70.84, 0.8855]",0.0,1,YES,70.84,RoundRobin
"[71.3, 0.89125]",0.0,1,YES,71.3,XGBoost
"[90.23, 1.127875]",0.0,1,YES,90.23,XGBoost
"[145.47, 1.21225]",1.0,0,NO,145.47,RoundRobin
"[90.63, 1.132875]",0.0,1,YES,90.63,FCFS
"[87.2, 1.09]",0.0,1,YES,87.2,XGBoost
"[120.0, 1.0]",1.0,0,NO,120.0,RoundRobin
"[128.97, 1.07475]",1.0,0,NO,128.97,FCFS
"[92.67, 1.158375]",0.0,1,YES,92.67,XGBoost
"[140.46, 1.1705]",1.0,0,NO,140.46,RoundRobin
"[176.86, 1.105375]",2.0,1,YES,176.86,XGBoost
"[135.39, 1.12825]",1.0,0,NO,135.39,FCFS
"[88.15, 1.101875]",0.0,1,YES,88.15,FCFS
"[96.3, 1.20375]",0.0,1,YES,96.3,XGBoost
"[114.42, 0.9535]",1.0,0,NO,114.42,RoundRobin
"[182.0, 1.1375]",2.0,1,YES,182.0,XGBoost
"[83.47, 1.043375]",0.0,1,YES,83.47,XGBoost
"[161.68, 1.0105]",2.0,0,NO,161.68,RoundRobin
"[162.64, 1.0165]",2.0,1,YES,162.64,XGBoost
"[143.91, 1.19925]",1.0,0,NO,143.91,FCFS
"[80.99, 1.012375]",0.0,1,YES,80.99,XGBoost
"[180.36, 1.12725]",2.0,0,NO,180.36,RoundRobin
"[78.96, 0.987]",0.0,1,YES,78.96,RoundRobin
"[92.96, 1.162]",0.0,1,YES,92.96,XGBoost
"[134.52, 1.121]",1.0,0,NO,134.52,FCFS
"[169.02, 1.056375]",2.0,0,NO,169.02,RoundRobin
"[199.2, 1.245]",2.0,0,NO,199.2,FCFS
"[142.08, 0.888]",2.0,0,NO,142.08,FCFS
"[86.27, 1.078375]",0.0,1,YES,86.27,FCFS
"[146.82, 0.917625]",2.0,0,NO,146.82,XGBoost
"[96.07, 1.200875]",0.0,1,YES,96.07,XGBoost
"[129.195, 1.076625]",1.0,0,NO,129.195,FCFS
"[137.58, 1.1465]",1.0,0,NO,137.58,RoundRobin
"[185.64, 1.16025]",2.0,0,NO,185.64,FCFS
"[136.245, 1.135375]",1.0,0,NO,136.245,FCFS
"[77.53, 0.969125]",0.0,1,YES,77.53,RoundRobin
"[109.23, 0.91025]",1.0,0,NO,109.23,FCFS
"[166.66, 1.041625]",2.0,0,NO,166.66,FCFS
"[73.19, 0.914875]",0.0,1,YES,73.19,XGBoost
"[148.32, 0.927]",2.0,0,NO,148.32,FCFS
"[137.46, 1.1455]",1.0,0,NO,137.46,FCFS
"[83.82, 1.04775]",0.0,1,YES,83.82,RoundRobin
"[169.68, 1.0605]",2.0,0,NO,169.68,FCFS
"[98.68, 1.2335]",0.0,1,YES,98.68,XGBoost
"[73.77, 0.922125]",0.0,1,YES,73.77,RoundRobin
"[165.44, 1.034]",2.0,1,YES,165.44,XGBoost
"[86.66, 1.08325]",0.0,1,YES,86.66,FCFS
"[129.045, 1.075375]",1.0,0,NO,129.045,RoundRobin
"[99.97, 1.249625]",0.0,1,YES,99.97,RoundRobin
"[145.7, 0.910625]",2.0,0,NO,145.7,FCFS
"[80, 15926, 92, 19, 2]",0.0,1,YES,9.1,Original
"[93.27, 1.165875]",0.0,1,YES,93.27,XGBoost
"[156.86, 0.980375]",2.0,0,NO,156.86,FCFS
"[87.71, 1.096375]",0.0,1,YES,87.71,RoundRobin
"[75.65, 0.945625]",0.0,1,YES,75.65,RoundRobin
"[132.705, 1.105875]",1.0,0,NO,132.705,FCFS
"[161.56, 1.00975]",2.0,0,NO,161.56,FCFS
"[36, 14187, 56, 28, 3]",0.0,1,YES,7.61,Original
"[144.51, 1.20425]",1.0,0,NO,144.51,RoundRobin
"[60, 3640, 77, 7, 2]",1.0,1,YES,2.61,Original
"[129.465, 1.078875]",1.0,0,NO,129.465,RoundRobin
"[30, 8813, 56, 7, 3]",1.0,1,YES,1.71,Original
"[87.82, 1.09775]",0.0,1,YES,87.82,RoundRobin
"[92.92, 1.1615]",0.0,1,YES,92.92,RoundRobin
"[177.2, 1.1075]",2.0,1,YES,177.2,XGBoost
"[94.12, 1.1765]",0.0,1,YES,94.12,XGBoost
"[92.38, 1.15475]",0.0,1,YES,92.38,XGBoost
"[166.44, 1.04025]",2.0,0,NO,166.44,RoundRobin
"[42, 3112, 6, 35, 1]",0.0,1,YES,6.85,Original
"[96.25, 1.203125]",0.0,1,YES,96.25,RoundRobin
"[186.62, 1.166375]",2.0,0,NO,186.62,RoundRobin
"[145.935, 1.216125]",1.0,0,NO,145.935,RoundRobin
"[90.92, 1.1365]",0.0,1,YES,90.92,RoundRobin
"[133.095, 1.109125]",1.0,0,NO,133.095,RoundRobin
"[53, 8341, 44, 34, 2]",1.0,1,YES,1.58,Original
"[162.3, 1.014375]",2.0,0,NO,162.3,FCFS
"[79.49, 0.993625]",0.0,1,YES,79.49,RoundRobin
"[168.1, 1.050625]",2.0,1,YES,168.1,XGBoost
"[153.06, 0.956625]",2.0,0,NO,153.06,FCFS
"[73.85, 0.923125]",0.0,1,YES,73.85,XGBoost
"[74.13, 0.926625]",0.0,1,YES,74.13,XGBoost
"[132.255, 1.102125]",1.0,0,NO,132.255,RoundRobin
"[147.22, 0.920125]",2.0,0,NO,147.22,RoundRobin
"[186.26, 1.164125]",2.0,0,NO,186.26,FCFS
"[86.79, 1.084875]",0.0,1,YES,86.79,XGBoost
"[98.8, 1.235]",0.0,1,YES,98.8,XGBoost
"[94.39, 1.179875]",0.0,1,YES,94.39,FCFS
"[120.555, 1.004625]",1.0,0,NO,120.555,RoundRobin
"[76, 15313, 48, 8, 3]",1.0,1,YES,3.62,Original
"[39, 12605, 19, 31, 2]",0.0,1,YES,7.19,Original
"[151.02, 0.943875]",2.0,0,NO,151.02,RoundRobin
"[138.525, 1.154375]",1.0,0,NO,138.525,RoundRobin
"[77.08, 0.9635]",0.0,1,YES,77.08,XGBoost
"[149.91, 1.24925]",1.0,0,NO,149.91,FCFS
"[187.72, 1.17325]",2.0,0,NO,187.72,RoundRobin
"[134.145, 1.117875]",1.0,0,NO,134.145,FCFS
"[91.54, 1.14425]",0.0,1,YES,91.54,XGBoost
"[91.39, 1.142375]",0.0,1,YES,91.39,RoundRobin
"[130.155, 1.084625]",1.0,0,NO,130.155,FCFS
"[121.515, 1.012625]",1.0,0,NO,121.515,FCFS
"[113.76, 0.948]",1.0,0,NO,113.76,FCFS
"[91.46, 1.14325]",0.0,1,YES,91.46,XGBoost
"[136.125, 1.134375]",1.0,0,NO,136.125,RoundRobin
"[88.21, 1.102625]",0.0,1,YES,88.21,RoundRobin
"[92.84, 1.1605]",0.0,1,YES,92.84,XGBoost
"[41, 4678, 34, 9, 2]",0.0,1,YES,7.65,Original
"[90.72, 1.134]",0.0,1,YES,90.72,XGBoost
"[89.2, 1.115]",0.0,1,YES,89.2,XGBoost
"[32, 9911, 74, 8, 3]",0.0,1,YES,5.05,Original
"[113.7, 0.9475]",1.0,0,NO,113.7,RoundRobin
"[91.2, 1.14]",0.0,1,YES,91.2,RoundRobin
"[145.3, 0.908125]",2.0,0,NO,145.3,RoundRobin
"[75.66, 0.94575]",0.0,1,YES,75.66,XGBoost
"[178.84, 1.11775]",2.0,0,NO,178.84,RoundRobin
"[91.87, 1.148375]",0.0,1,YES,91.87,RoundRobin
"[90.62, 1.13275]",0.0,1,YES,90.62,RoundRobin
"[159.62, 0.997625]",2.0,0,NO,159.62,XGBoost
"[92.32, 1.154]",0.0,1,YES,92.32,XGBoost
"[99.86, 1.24825]",0.0,1,YES,99.86,FCFS
"[150.56, 0.941]",2.0,0,NO,150.56,RoundRobin
"[105.645, 0.880375]",1.0,0,NO,105.645,RoundRobin
"[79.05, 0.988125]",0.0,1,YES,79.05,RoundRobin
"[83.93, 1.049125]",0.0,1,YES,83.93,XGBoost
"[94.82, 1.18525]",0.0,1,YES,94.82,XGBoost
"[76.15, 0.951875]",0.0,1,YES,76.15,FCFS
"[88.19, 1.102375]",0.0,1,YES,88.19,XGBoost
"[72.87, 0.910875]",0.0,1,YES,72.87,XGBoost
"[189.0, 1.18125]",2.0,0,NO,189.0,FCFS
"[74.84, 0.9355]",0.0,1,YES,74.84,XGBoost
"[131.73, 1.09775]",1.0,0,NO,131.73,FCFS
"[34, 13065, 86, 47, 1]",0.0,1,YES,9.32,Original
"[117.81, 0.98175]",1.0,0,NO,117.81,RoundRobin
"[147.93, 1.23275]",1.0,0,NO,147.93,FCFS
"[91.03, 1.137875]",0.0,1,YES,91.03,XGBoost
"[140.06, 0.875375]",2.0,0,NO,140.06,FCFS
"[137.49, 1.14575]",1.0,0,NO,137.49,RoundRobin
"[93.15, 1.164375]",0.0,1,YES,93.15,FCFS
"[167.86, 1.049125]",2.0,0,NO,167.86,RoundRobin
"[99.58, 1.24475]",0.0,1,YES,99.58,RoundRobin
"[85.06, 1.06325]",0.0,1,YES,85.06,RoundRobin
"[92.15, 1.151875]",0.0,1,YES,92.15,XGBoost
"[72.34, 0.90425]",0.0,1,YES,72.34,XGBoost
"[109.62, 0.9135]",1.0,0,NO,109.62,FCFS
"[85.57, 1.069625]",0.0,1,YES,85.57,RoundRobin
"[98.82, 1.23525]",0.0,1,YES,98.82,RoundRobin
"[98.81, 1.235125]",0.0,1,YES,98.81,FCFS
"[82.63, 1.032875]",0.0,1,YES,82.63,FCFS
"[91.41, 1.142625]",0.0,1,YES,91.41,FCFS
"[134.94, 1.1245]",1.0,0,NO,134.94,RoundRobin
"[183.3, 1.145625]",2.0,0,NO,183.3,FCFS
"[152.22, 0.951375]",2.0,0,NO,152.22,RoundRobin
"[185.54, 1.159625]",2.0,0,NO,185.54,FCFS
"[144.14, 0.900875]",2.0,0,NO,144.14,RoundRobin
"[80.05, 1.000625]",0.0,1,YES,80.05,XGBoost
"[156.74, 0.979625]",2.0,0,NO,156.74,FCFS
"[87.96, 1.0995]",0.0,1,YES,87.96,XGBoost
"[94.17, 1.177125]",0.0,1,YES,94.17,FCFS
"[88.35, 1.104375]",0.0,1,YES,88.35,XGBoost
"[83.09, 1.038625]",0.0,1,YES,83.09,XGBoost
"[176.92, 1.10575]",2.0,1,YES,176.92,XGBoost
"[123.27, 1.02725]",1.0,0,NO,123.27,FCFS
"[82.67, 1.033375]",0.0,1,YES,82.67,XGBoost
"[142.06, 0.887875]",2.0,0,NO,142.06,RoundRobin
"[197.52, 1.2345]",2.0,1,YES,197.52,XGBoost
"[35, 1418, 92, 16, 1]",0.0,1,YES,6.81,Original
"[156.14, 0.975875]",2.0,0,NO,156.14,RoundRobin
"[75.64, 0.9455]",0.0,1,YES,75.64,FCFS
"[74, 8952, 68, 40, 2]",1.0,1,YES,3.66,Original
"[191.76, 1.1985]",2.0,1,YES,191.76,XGBoost
"[106.425, 0.886875]",1.0,0,NO,106.425,FCFS
"[126.255, 1.052125]",1.0,0,NO,126.255,FCFS
"[76.77, 0.959625]",0.0,1,YES,76.77,XGBoost
"[78.88, 0.986]",0.0,1,YES,78.88,XGBoost
"[187.1, 1.169375]",2.0,0,NO,187.1,RoundRobin
"[88.52, 1.1065]",0.0,1,YES,88.52,XGBoost
"[119.595, 0.996625]",1.0,0,NO,119.595,FCFS
"[93.46, 1.16825]",0.0,1,YES,93.46,FCFS
"[98.68, 1.2335]",0.0,1,YES,98.68,FCFS
"[172.04, 1.07525]",2.0,0,NO,172.04,FCFS
"[76.68, 0.9585]",0.0,1,YES,76.68,XGBoost
"[178.94, 1.118375]",2.0,0,NO,178.94,FCFS
"[149.895, 1.249125]",1.0,0,NO,149.895,RoundRobin
"[82.33, 1.029125]",0.0,1,YES,82.33,XGBoost
"[93.31, 1.166375]",0.0,1,YES,93.31,XGBoost
"[70.09, 0.876125]",0.0,1,YES,70.09,FCFS
"[125.4, 1.045]",1.0,0,NO,125.4,FCFS
"[143.06, 0.894125]",2.0,0,NO,143.06,RoundRobin
"[107.115, 0.892625]",1.0,0,NO,107.115,FCFS
"[144.705, 1.205875]",1.0,0,NO,144.705,FCFS
"[184.64, 1.154]",2.0,1,YES,184.64,XGBoost
"[113.34, 0.9445]",1.0,0,NO,113.34,FCFS
"[97.62, 1.22025]",0.0,1,YES,97.62,RoundRobin
"[74.53, 0.931625]",0.0,1,YES,74.53,RoundRobin
"[88, 10882, 50, 38, 2]",1.0,1,YES,4.95,Original
"[94.03, 1.175375]",0.0,1,YES,94.03,XGBoost
"[95.16, 1.1895]",0.0,1,YES,95.16,XGBoost
"[145.08, 1.209]",1.0,0,NO,145.08,RoundRobin
"[116.7, 0.9725]",1.0,0,NO,116.7,FCFS
"[99.25, 1.240625]",0.0,1,YES,99.25,XGBoost
"[139.995, 1.166625]",1.0,0,NO,139.995,RoundRobin
"[139.305, 1.160875]",1.0,0,NO,139.305,RoundRobin
"[90.32, 1.129]",0.0,1,YES,90.32,XGBoost
"[195.78, 1.223625]",2.0,1,YES,195.78,XGBoost
"[126.645, 1.055375]",1.0,0,NO,126.645,FCFS
"[86, 1179, 72, 46, 1]",0.0,1,YES,8.78,Original
"[88.43, 1.105375]",0.0,1,YES,88.43,RoundRobin
"[95.02, 1.18775]",0.0,1,YES,95.02,FCFS
"[198.0, 1.2375]",2.0,0,NO,198.0,FCFS
"[179.2, 1.12]",2.0,0,NO,179.2,RoundRobin
"[96.95, 1.211875]",0.0,1,YES,96.95,XGBoost
"[91.52, 1.144]",0.0,1,YES,91.52,FCFS
"[77.48, 0.9685]",0.0,1,YES,77.48,XGBoost
"[77.25, 0.965625]",0.0,1,YES,77.25,RoundRobin
"[82.09, 1.026125]",0.0,1,YES,82.09,FCFS
"[73.24, 0.9155]",0.0,1,YES,73.24,XGBoost
"[91, 562, 5, 26, 3]",1.0,1,YES,2.41,Original
"[75.04, 0.938]",0.0,1,YES,75.04,XGBoost
"[190.54, 1.190875]",2.0,0,NO,190.54,RoundRobin
"[127.44, 1.062]",1.0,0,NO,127.44,RoundRobin
"[84.0, 1.05]",0.0,1,YES,84.0,XGBoost
"[136.47, 1.13725]",1.0,0,NO,136.47,FCFS
"[99.29, 1.241125]",0.0,1,YES,99.29,RoundRobin
"[111.57, 0.92975]",1.0,0,NO,111.57,FCFS
"[148.86, 1.2405]",1.0,0,NO,148.86,RoundRobin
"[183.44, 1.1465]",2.0,0,NO,183.44,RoundRobin
"[116.355, 0.969625]",1.0,0,NO,116.355,RoundRobin
"[85.8, 1.0725]",0.0,1,YES,85.8,FCFS
"[93.14, 1.16425]",0.0,1,YES,93.14,RoundRobin
"[99.44, 1.243]",0.0,1,YES,99.44,FCFS
"[39, 12236, 34, 11, 2]",1.0,1,YES,1.95,Original
"[76.14, 0.95175]",0.0,1,YES,76.14,XGBoost
"[97.48, 1.2185]",0.0,1,YES,97.48,XGBoost
"[193.26, 1.207875]",2.0,0,NO,193.26,RoundRobin
"[71.61, 0.895125]",0.0,1,YES,71.61,XGBoost
"[72.93, 0.911625]",0.0,1,YES,72.93,XGBoost
"[198.56, 1.241]",2.0,0,NO,198.56,FCFS
"[90.59, 1.132375]",0.0,1,YES,90.59,XGBoost
"[95.96, 1.1995]",0.0,1,YES,95.96,XGBoost
"[130.32, 1.086]",1.0,0,NO,130.32,FCFS
"[94.5, 1.18125]",0.0,1,YES,94.5,RoundRobin
"[50, 2837, 64, 9, 3]",0.0,1,YES,7.34,Original
"[147.78, 0.923625]",2.0,0,NO,147.78,RoundRobin
"[56, 12477, 20, 46, 2]",1.0,1,YES,3.83,Original
"[109.95, 0.91625]",1.0,0,NO,109.95,FCFS
"[99.9, 1.24875]",0.0,1,YES,99.9,XGBoost
"[190.46, 1.190375]",2.0,0,NO,190.46,FCFS
"[93.35, 1.166875]",0.0,1,YES,93.35,XGBoost
"[87.28, 1.091]",0.0,1,YES,87.28,XGBoost
"[86, 16168, 39, 26, 1]",1.0,1,YES,3.58,Original
"[79.21, 0.990125]",0.0,1,YES,79.21,XGBoost
"[199.3, 1.245625]",2.0,0,NO,199.3,RoundRobin
"[70.91, 0.886375]",0.0,1,YES,70.91,XGBoost
"[192.62, 1.203875]",2.0,0,NO,192.62,FCFS
"[119.34, 0.9945]",1.0,0,NO,119.34,FCFS
"[143.48, 0.89675]",2.0,0,NO,143.48,FCFS
"[180.24, 1.1265]",2.0,0,NO,180.24,FCFS
"[77.79, 0.972375]",0.0,1,YES,77.79,XGBoost
"[70.83, 0.885375]",0.0,1,YES,70.83,RoundRobin
"[110.4, 0.92]",1.0,0,NO,110.4,FCFS
"[155.64, 0.97275]",2.0,0,NO,155.64,FCFS
"[122.34, 1.0195]",1.0,0,NO,122.34,FCFS
"[71.95, 0.899375]",0.0,1,YES,71.95,FCFS
"[50, 9856, 64, 45, 1]",0.0,1,YES,6.07,Original
"[89.14, 1.11425]",0.0,1,YES,89.14,XGBoost
"[93.34, 1.16675]",0.0,1,YES,93.34,FCFS
"[196.88, 1.2305]",2.0,1,YES,196.88,XGBoost
"[83.84, 1.048]",0.0,1,YES,83.84,XGBoost
"[87.94, 1.09925]",0.0,1,YES,87.94,FCFS
"[78.93, 0.986625]",0.0,1,YES,78.93,FCFS
"[148.28, 0.92675]",2.0,0,NO,148.28,FCFS
"[77.14, 0.96425]",0.0,1,YES,77.14,RoundRobin
"[168.68, 1.05425]",2.0,0,NO,168.68,FCFS
"[154.36, 0.96475]",2.0,0,NO,154.36,XGBoost
"[86.67, 1.083375]",0.0,1,YES,86.67,FCFS
"[80.56, 1.007]",0.0,1,YES,80.56,FCFS
"[127.455, 1.062125]",1.0,0,NO,127.455,RoundRobin
"[84.48, 1.056]",0.0,1,YES,84.48,XGBoost
"[57, 12978, 57, 46, 1]",0.0,1,YES,7.27,Original
"[110.34, 0.9195]",1.0,0,NO,110.34,RoundRobin
"[131.4, 1.095]",1.0,0,NO,131.4,RoundRobin
"[167.46, 1.046625]",2.0,1,YES,167.46,XGBoost
"[199.64, 1.24775]",2.0,0,NO,199.64,RoundRobin
"[77.01, 0.962625]",0.0,1,YES,77.01,FCFS
"[155.2, 0.97]",2.0,0,NO,155.2,FCFS
"[74.1, 0.92625]",0.0,1,YES,74.1,FCFS
"[150.12, 0.93825]",2.0,0,NO,150.12,FCFS
"[88.02, 1.10025]",0.0,1,YES,88.02,XGBoost
"[61, 8044, 92, 39, 2]",0.0,1,YES,7.97,Original
"[146.28, 1.219]",1.0,0,NO,146.28,RoundRobin
"[169.32, 1.05825]",2.0,0,NO,169.32,FCFS
"[76.83, 0.960375]",0.0,1,YES,76.83,XGBoost
"[76.24, 0.953]",0.0,1,YES,76.24,XGBoost
"[72.81, 0.910125]",0.0,1,YES,72.81,FCFS
"[86.67, 1.083375]",0.0,1,YES,86.67,FCFS
"[73.19, 0.914875]",0.0,1,YES,73.19,RoundRobin
"[94.98, 1.18725]",0.0,1,YES,94.98,FCFS
"[159.78, 0.998625]",2.0,0,NO,159.78,FCFS
"[35, 572, 25, 11, 3]",0.0,1,YES,9.49,Original
"[178.76, 1.11725]",2.0,0,NO,178.76,RoundRobin
"[99.59, 1.244875]",0.0,1,YES,99.59,RoundRobin
"[89.64, 1.1205]",0.0,1,YES,89.64,FCFS
"[84.14, 1.05175]",0.0,1,YES,84.14,XGBoost
"[133.89, 1.11575]",1.0,0,NO,133.89,FCFS
"[33, 10333, 67, 44, 1]",0.0,1,YES,5.84,Original
"[152.16, 0.951]",2.0,0,NO,152.16,RoundRobin
"[79.53, 0.994125]",0.0,1,YES,79.53,FCFS
"[174.82, 1.092625]",2.0,0,NO,174.82,RoundRobin
"[115.29, 0.96075]",1.0,0,NO,115.29,FCFS
"[113.985, 0.949875]",1.0,0,NO,113.985,FCFS
"[198.72, 1.242]",2.0,1,YES,198.72,XGBoost
"[112.575, 0.938125]",1.0,0,NO,112.575,RoundRobin
"[89.18, 1.11475]",0.0,1,YES,89.18,XGBoost
"[79, 3698, 97, 7, 2]",1.0,1,YES,1.09,Original
"[179.56, 1.12225]",2.0,1,YES,179.56,XGBoost
"[81.81, 1.022625]",0.0,1,YES,81.81,XGBoost
"[93.95, 1.174375]",0.0,1,YES,93.95,RoundRobin
"[85.77, 1.072125]",0.0,1,YES,85.77,XGBoost
"[70.33, 0.879125]",0.0,1,YES,70.33,XGBoost
"[161.88, 1.01175]",2.0,0,NO,161.88,FCFS
"[161.68, 1.0105]",2.0,0,NO,161.68,FCFS
"[147.46, 0.921625]",2.0,0,NO,147.46,RoundRobin
"[87.74, 1.09675]",0.0,1,YES,87.74,FCFS
"[70.02, 0.87525]",0.0,1,YES,70.02,FCFS
"[73.07, 0.913375]",0.0,1,YES,73.07,XGBoost
"[83.77, 1.047125]",0.0,1,YES,83.77,XGBoost
"[111.78, 0.9315]",1.0,0,NO,111.78,FCFS
"[188.74, 1.179625]",2.0,0,NO,188.74,RoundRobin
"[86.7, 1.08375]",0.0,1,YES,86.7,RoundRobin
