StateVec,Action,Reward,SLAMet,CPUCost,Source,NextState,Done
"[79.05, 0.988125, 0.0, 0.0, 0.0]",0.0,1,YES,79.05,FCFS,"[79.05, 0.988125, 0.0, 0.0, 0.0]",False
"[93.51, 1.168875, 0.0, 0.0, 0.0]",0.0,1,YES,93.51,XGBoost,"[93.51, 1.168875, 0.0, 0.0, 0.0]",False
"[89.96, 1.1245, 0.0, 0.0, 0.0]",0.0,1,YES,89.96,FCFS,"[89.96, 1.1245, 0.0, 0.0, 0.0]",False
"[73.9, 0.92375, 0.0, 0.0, 0.0]",0.0,1,YES,73.9,XGBoost,"[73.9, 0.92375, 0.0, 0.0, 0.0]",False
"[193.2, 1.2075, 0.0, 0.0, 0.0]",2.0,0,NO,193.2,FCFS,"[193.2, 1.2075, 0.0, 0.0, 0.0]",False
"[124.44, 1.037, 0.0, 0.0, 0.0]",1.0,0,NO,124.44,FCFS,"[124.44, 1.037, 0.0, 0.0, 0.0]",False
"[86.63, 1.082875, 0.0, 0.0, 0.0]",0.0,1,YES,86.63,XGBoost,"[86.63, 1.082875, 0.0, 0.0, 0.0]",False
"[89.36, 1.117, 0.0, 0.0, 0.0]",0.0,1,YES,89.36,FCFS,"[89.36, 1.117, 0.0, 0.0, 0.0]",False
"[70.36, 0.8795, 0.0, 0.0, 0.0]",0.0,1,YES,70.36,XGBoost,"[70.36, 0.8795, 0.0, 0.0, 0.0]",False
"[119.385, 0.994875, 0.0, 0.0, 0.0]",1.0,0,NO,119.385,FCFS,"[119.385, 0.994875, 0.0, 0.0, 0.0]",False
"[185.36, 1.1585, 0.0, 0.0, 0.0]",2.0,0,NO,185.36,FCFS,"[185.36, 1.1585, 0.0, 0.0, 0.0]",False
"[98.04, 1.2255, 0.0, 0.0, 0.0]",0.0,1,YES,98.04,XGBoost,"[98.04, 1.2255, 0.0, 0.0, 0.0]",False
"[99.73, 1.246625, 0.0, 0.0, 0.0]",0.0,1,YES,99.73,XGBoost,"[99.73, 1.246625, 0.0, 0.0, 0.0]",False
"[116.52, 0.971, 0.0, 0.0, 0.0]",1.0,0,NO,116.52,FCFS,"[116.52, 0.971, 0.0, 0.0, 0.0]",False
"[60, 7054, 29, 27, 2]",1.0,1,YES,2.66,Original,"[60, 7054, 29, 27, 2]",False
"[86.33, 1.079125, 0.0, 0.0, 0.0]",0.0,1,YES,86.33,XGBoost,"[86.33, 1.079125, 0.0, 0.0, 0.0]",False
"[141.72, 0.88575, 0.0, 0.0, 0.0]",2.0,0,NO,141.72,FCFS,"[141.72, 0.88575, 0.0, 0.0, 0.0]",False
"[97.29, 1.216125, 0.0, 0.0, 0.0]",0.0,1,YES,97.29,XGBoost,"[97.29, 1.216125, 0.0, 0.0, 0.0]",False
"[111.585, 0.929875, 0.0, 0.0, 0.0]",1.0,0,NO,111.585,RoundRobin,"[111.585, 0.929875, 0.0, 0.0, 0.0]",False
"[78.58, 0.98225, 0.0, 0.0, 0.0]",0.0,1,YES,78.58,XGBoost,"[78.58, 0.98225, 0.0, 0.0, 0.0]",False
"[70, 11050, 22, 41, 1]",0.0,1,YES,6.68,Original,"[70, 11050, 22, 41, 1]",False
"[182.02, 1.137625, 0.0, 0.0, 0.0]",2.0,1,YES,182.02,XGBoost,"[182.02, 1.137625, 0.0, 0.0, 0.0]",False
"[137.085, 1.142375, 0.0, 0.0, 0.0]",1.0,0,NO,137.085,FCFS,"[137.085, 1.142375, 0.0, 0.0, 0.0]",False
"[37, 5915, 56, 11, 3]",1.0,1,YES,4.71,Original,"[37, 5915, 56, 11, 3]",False
"[83.4, 1.0425, 0.0, 0.0, 0.0]",0.0,1,YES,83.4,RoundRobin,"[83.4, 1.0425, 0.0, 0.0, 0.0]",False
"[70.75, 0.884375, 0.0, 0.0, 0.0]",0.0,1,YES,70.75,XGBoost,"[70.75, 0.884375, 0.0, 0.0, 0.0]",False
"[198.1, 1.238125, 0.0, 0.0, 0.0]",2.0,0,NO,198.1,FCFS,"[198.1, 1.238125, 0.0, 0.0, 0.0]",False
"[158.74, 0.992125, 0.0, 0.0, 0.0]",2.0,0,NO,158.74,XGBoost,"[158.74, 0.992125, 0.0, 0.0, 0.0]",False
"[148.71, 1.23925, 0.0, 0.0, 0.0]",1.0,0,NO,148.71,RoundRobin,"[148.71, 1.23925, 0.0, 0.0, 0.0]",False
"[95.48, 1.1935, 0.0, 0.0, 0.0]",0.0,1,YES,95.48,RoundRobin,"[95.48, 1.1935, 0.0, 0.0, 0.0]",False
"[86.62, 1.08275, 0.0, 0.0, 0.0]",0.0,1,YES,86.62,XGBoost,"[86.62, 1.08275, 0.0, 0.0, 0.0]",False
"[80.99, 1.012375, 0.0, 0.0, 0.0]",0.0,1,YES,80.99,XGBoost,"[80.99, 1.012375, 0.0, 0.0, 0.0]",False
"[199.24, 1.24525, 0.0, 0.0, 0.0]",2.0,0,NO,199.24,FCFS,"[199.24, 1.24525, 0.0, 0.0, 0.0]",False
"[93.9, 1.17375, 0.0, 0.0, 0.0]",0.0,1,YES,93.9,FCFS,"[93.9, 1.17375, 0.0, 0.0, 0.0]",False
"[168.82, 1.055125, 0.0, 0.0, 0.0]",2.0,0,NO,168.82,FCFS,"[168.82, 1.055125, 0.0, 0.0, 0.0]",False
"[86, 6102, 15, 44, 3]",0.0,1,YES,9.84,Original,"[86, 6102, 15, 44, 3]",False
"[154.48, 0.9655, 0.0, 0.0, 0.0]",2.0,0,NO,154.48,RoundRobin,"[154.48, 0.9655, 0.0, 0.0, 0.0]",False
"[76.6, 0.9575, 0.0, 0.0, 0.0]",0.0,1,YES,76.6,XGBoost,"[76.6, 0.9575, 0.0, 0.0, 0.0]",False
"[126.375, 1.053125, 0.0, 0.0, 0.0]",1.0,0,NO,126.375,RoundRobin,"[126.375, 1.053125, 0.0, 0.0, 0.0]",False
"[72.93, 0.911625, 0.0, 0.0, 0.0]",0.0,1,YES,72.93,FCFS,"[72.93, 0.911625, 0.0, 0.0, 0.0]",False
"[166.86, 1.042875, 0.0, 0.0, 0.0]",2.0,0,NO,166.86,FCFS,"[166.86, 1.042875, 0.0, 0.0, 0.0]",False
"[80.55, 1.006875, 0.0, 0.0, 0.0]",0.0,1,YES,80.55,RoundRobin,"[80.55, 1.006875, 0.0, 0.0, 0.0]",False
"[75.66, 0.94575, 0.0, 0.0, 0.0]",0.0,1,YES,75.66,XGBoost,"[75.66, 0.94575, 0.0, 0.0, 0.0]",False
"[94.08, 1.176, 0.0, 0.0, 0.0]",0.0,1,YES,94.08,XGBoost,"[94.08, 1.176, 0.0, 0.0, 0.0]",False
"[91.47, 1.143375, 0.0, 0.0, 0.0]",0.0,1,YES,91.47,FCFS,"[91.47, 1.143375, 0.0, 0.0, 0.0]",False
"[125.22, 1.0435, 0.0, 0.0, 0.0]",1.0,0,NO,125.22,FCFS,"[125.22, 1.0435, 0.0, 0.0, 0.0]",False
"[188.22, 1.176375, 0.0, 0.0, 0.0]",2.0,0,NO,188.22,FCFS,"[188.22, 1.176375, 0.0, 0.0, 0.0]",False
"[91.92, 1.149, 0.0, 0.0, 0.0]",0.0,1,YES,91.92,XGBoost,"[91.92, 1.149, 0.0, 0.0, 0.0]",False
"[113.85, 0.94875, 0.0, 0.0, 0.0]",1.0,0,NO,113.85,RoundRobin,"[113.85, 0.94875, 0.0, 0.0, 0.0]",False
"[70.64, 0.883, 0.0, 0.0, 0.0]",0.0,1,YES,70.64,FCFS,"[70.64, 0.883, 0.0, 0.0, 0.0]",False
"[82.45, 1.030625, 0.0, 0.0, 0.0]",0.0,1,YES,82.45,XGBoost,"[82.45, 1.030625, 0.0, 0.0, 0.0]",False
"[82.5, 1.03125, 0.0, 0.0, 0.0]",0.0,1,YES,82.5,FCFS,"[82.5, 1.03125, 0.0, 0.0, 0.0]",False
"[158.44, 0.99025, 0.0, 0.0, 0.0]",2.0,0,NO,158.44,XGBoost,"[158.44, 0.99025, 0.0, 0.0, 0.0]",False
"[193.76, 1.211, 0.0, 0.0, 0.0]",2.0,0,NO,193.76,FCFS,"[193.76, 1.211, 0.0, 0.0, 0.0]",False
"[84.92, 1.0615, 0.0, 0.0, 0.0]",0.0,1,YES,84.92,RoundRobin,"[84.92, 1.0615, 0.0, 0.0, 0.0]",False
"[86.0, 1.075, 0.0, 0.0, 0.0]",0.0,1,YES,86.0,FCFS,"[86.0, 1.075, 0.0, 0.0, 0.0]",False
"[80.04, 1.0005, 0.0, 0.0, 0.0]",0.0,1,YES,80.04,FCFS,"[80.04, 1.0005, 0.0, 0.0, 0.0]",False
"[136.185, 1.134875, 0.0, 0.0, 0.0]",1.0,0,NO,136.185,FCFS,"[136.185, 1.134875, 0.0, 0.0, 0.0]",False
"[127.305, 1.060875, 0.0, 0.0, 0.0]",1.0,0,NO,127.305,FCFS,"[127.305, 1.060875, 0.0, 0.0, 0.0]",False
"[89.18, 1.11475, 0.0, 0.0, 0.0]",0.0,1,YES,89.18,XGBoost,"[89.18, 1.11475, 0.0, 0.0, 0.0]",False
"[180.9, 1.130625, 0.0, 0.0, 0.0]",2.0,0,NO,180.9,FCFS,"[180.9, 1.130625, 0.0, 0.0, 0.0]",False
"[88.92, 1.1115, 0.0, 0.0, 0.0]",0.0,1,YES,88.92,XGBoost,"[88.92, 1.1115, 0.0, 0.0, 0.0]",False
"[159.68, 0.998, 0.0, 0.0, 0.0]",2.0,0,NO,159.68,XGBoost,"[159.68, 0.998, 0.0, 0.0, 0.0]",False
"[75.29, 0.941125, 0.0, 0.0, 0.0]",0.0,1,YES,75.29,FCFS,"[75.29, 0.941125, 0.0, 0.0, 0.0]",False
"[81.98, 1.02475, 0.0, 0.0, 0.0]",0.0,1,YES,81.98,XGBoost,"[81.98, 1.02475, 0.0, 0.0, 0.0]",False
"[83.99, 1.049875, 0.0, 0.0, 0.0]",0.0,1,YES,83.99,XGBoost,"[83.99, 1.049875, 0.0, 0.0, 0.0]",False
"[191.7, 1.198125, 0.0, 0.0, 0.0]",2.0,0,NO,191.7,RoundRobin,"[191.7, 1.198125, 0.0, 0.0, 0.0]",False
"[149.085, 1.242375, 0.0, 0.0, 0.0]",1.0,0,NO,149.085,FCFS,"[149.085, 1.242375, 0.0, 0.0, 0.0]",False
"[170.88, 1.068, 0.0, 0.0, 0.0]",2.0,1,YES,170.88,XGBoost,"[170.88, 1.068, 0.0, 0.0, 0.0]",False
"[176.86, 1.105375, 0.0, 0.0, 0.0]",2.0,0,NO,176.86,FCFS,"[176.86, 1.105375, 0.0, 0.0, 0.0]",False
"[55, 5722, 43, 21, 1]",0.0,1,YES,7.94,Original,"[55, 5722, 43, 21, 1]",False
"[80.99, 1.012375, 0.0, 0.0, 0.0]",0.0,1,YES,80.99,RoundRobin,"[80.99, 1.012375, 0.0, 0.0, 0.0]",False
"[124.365, 1.036375, 0.0, 0.0, 0.0]",1.0,0,NO,124.365,FCFS,"[124.365, 1.036375, 0.0, 0.0, 0.0]",False
"[169.04, 1.0565, 0.0, 0.0, 0.0]",2.0,0,NO,169.04,FCFS,"[169.04, 1.0565, 0.0, 0.0, 0.0]",False
"[182.94, 1.143375, 0.0, 0.0, 0.0]",2.0,0,NO,182.94,RoundRobin,"[182.94, 1.143375, 0.0, 0.0, 0.0]",False
"[98.69, 1.233625, 0.0, 0.0, 0.0]",0.0,1,YES,98.69,RoundRobin,"[98.69, 1.233625, 0.0, 0.0, 0.0]",False
"[135.75, 1.13125, 0.0, 0.0, 0.0]",1.0,0,NO,135.75,RoundRobin,"[135.75, 1.13125, 0.0, 0.0, 0.0]",False
"[92.13, 1.151625, 0.0, 0.0, 0.0]",0.0,1,YES,92.13,FCFS,"[92.13, 1.151625, 0.0, 0.0, 0.0]",False
"[80.85, 1.010625, 0.0, 0.0, 0.0]",0.0,1,YES,80.85,FCFS,"[80.85, 1.010625, 0.0, 0.0, 0.0]",False
"[73.69, 0.921125, 0.0, 0.0, 0.0]",0.0,1,YES,73.69,FCFS,"[73.69, 0.921125, 0.0, 0.0, 0.0]",False
"[98.94, 1.23675, 0.0, 0.0, 0.0]",0.0,1,YES,98.94,RoundRobin,"[98.94, 1.23675, 0.0, 0.0, 0.0]",False
"[73.39, 0.917375, 0.0, 0.0, 0.0]",0.0,1,YES,73.39,XGBoost,"[73.39, 0.917375, 0.0, 0.0, 0.0]",False
"[47, 2670, 28, 6, 1]",1.0,1,YES,4.29,Original,"[47, 2670, 28, 6, 1]",False
"[79.34, 0.99175, 0.0, 0.0, 0.0]",0.0,1,YES,79.34,RoundRobin,"[79.34, 0.99175, 0.0, 0.0, 0.0]",False
"[180.34, 1.127125, 0.0, 0.0, 0.0]",2.0,0,NO,180.34,RoundRobin,"[180.34, 1.127125, 0.0, 0.0, 0.0]",False
"[196.44, 1.22775, 0.0, 0.0, 0.0]",2.0,0,NO,196.44,FCFS,"[196.44, 1.22775, 0.0, 0.0, 0.0]",False
"[90.24, 1.128, 0.0, 0.0, 0.0]",0.0,1,YES,90.24,RoundRobin,"[90.24, 1.128, 0.0, 0.0, 0.0]",False
"[85, 2589, 77, 4, 3]",1.0,1,YES,3.16,Original,"[85, 2589, 77, 4, 3]",False
"[84.79, 1.059875, 0.0, 0.0, 0.0]",0.0,1,YES,84.79,RoundRobin,"[84.79, 1.059875, 0.0, 0.0, 0.0]",False
"[55, 11118, 24, 22, 1]",0.0,1,YES,9.2,Original,"[55, 11118, 24, 22, 1]",False
"[78.0, 0.975, 0.0, 0.0, 0.0]",0.0,1,YES,78.0,RoundRobin,"[78.0, 0.975, 0.0, 0.0, 0.0]",False
"[79.26, 0.99075, 0.0, 0.0, 0.0]",0.0,1,YES,79.26,XGBoost,"[79.26, 0.99075, 0.0, 0.0, 0.0]",False
"[79.99, 0.999875, 0.0, 0.0, 0.0]",0.0,1,YES,79.99,XGBoost,"[79.99, 0.999875, 0.0, 0.0, 0.0]",False
"[84.19, 1.052375, 0.0, 0.0, 0.0]",0.0,1,YES,84.19,XGBoost,"[84.19, 1.052375, 0.0, 0.0, 0.0]",False
"[76.05, 0.950625, 0.0, 0.0, 0.0]",0.0,1,YES,76.05,FCFS,"[76.05, 0.950625, 0.0, 0.0, 0.0]",False
"[70.36, 0.8795, 0.0, 0.0, 0.0]",0.0,1,YES,70.36,XGBoost,"[70.36, 0.8795, 0.0, 0.0, 0.0]",False
"[183.18, 1.144875, 0.0, 0.0, 0.0]",2.0,0,NO,183.18,RoundRobin,"[183.18, 1.144875, 0.0, 0.0, 0.0]",False
"[87.94, 1.09925, 0.0, 0.0, 0.0]",0.0,1,YES,87.94,XGBoost,"[87.94, 1.09925, 0.0, 0.0, 0.0]",False
"[156.68, 0.97925, 0.0, 0.0, 0.0]",2.0,0,NO,156.68,RoundRobin,"[156.68, 0.97925, 0.0, 0.0, 0.0]",False
"[126.675, 1.055625, 0.0, 0.0, 0.0]",1.0,0,NO,126.675,FCFS,"[126.675, 1.055625, 0.0, 0.0, 0.0]",False
"[78.2, 0.9775, 0.0, 0.0, 0.0]",0.0,1,YES,78.2,XGBoost,"[78.2, 0.9775, 0.0, 0.0, 0.0]",False
"[80.17, 1.002125, 0.0, 0.0, 0.0]",0.0,1,YES,80.17,FCFS,"[80.17, 1.002125, 0.0, 0.0, 0.0]",False
"[95.41, 1.192625, 0.0, 0.0, 0.0]",0.0,1,YES,95.41,FCFS,"[95.41, 1.192625, 0.0, 0.0, 0.0]",False
"[78.76, 0.9845, 0.0, 0.0, 0.0]",0.0,1,YES,78.76,XGBoost,"[78.76, 0.9845, 0.0, 0.0, 0.0]",False
"[121.545, 1.012875, 0.0, 0.0, 0.0]",1.0,0,NO,121.545,FCFS,"[121.545, 1.012875, 0.0, 0.0, 0.0]",False
"[75.72, 0.9465, 0.0, 0.0, 0.0]",0.0,1,YES,75.72,FCFS,"[75.72, 0.9465, 0.0, 0.0, 0.0]",False
"[78.71, 0.983875, 0.0, 0.0, 0.0]",0.0,1,YES,78.71,FCFS,"[78.71, 0.983875, 0.0, 0.0, 0.0]",False
"[88.59, 1.107375, 0.0, 0.0, 0.0]",0.0,1,YES,88.59,XGBoost,"[88.59, 1.107375, 0.0, 0.0, 0.0]",False
"[112.05, 0.93375, 0.0, 0.0, 0.0]",1.0,0,NO,112.05,FCFS,"[112.05, 0.93375, 0.0, 0.0, 0.0]",False
"[31, 7538, 10, 12, 3]",0.0,1,YES,5.95,Original,"[31, 7538, 10, 12, 3]",False
"[109.62, 0.9135, 0.0, 0.0, 0.0]",1.0,0,NO,109.62,FCFS,"[109.62, 0.9135, 0.0, 0.0, 0.0]",False
"[81, 6073, 66, 36, 2]",1.0,1,YES,4.39,Original,"[81, 6073, 66, 36, 2]",False
"[162.64, 1.0165, 0.0, 0.0, 0.0]",2.0,0,NO,162.64,FCFS,"[162.64, 1.0165, 0.0, 0.0, 0.0]",False
"[81.49, 1.018625, 0.0, 0.0, 0.0]",0.0,1,YES,81.49,XGBoost,"[81.49, 1.018625, 0.0, 0.0, 0.0]",False
"[197.26, 1.232875, 0.0, 0.0, 0.0]",2.0,0,NO,197.26,FCFS,"[197.26, 1.232875, 0.0, 0.0, 0.0]",False
"[89.08, 1.1135, 0.0, 0.0, 0.0]",0.0,1,YES,89.08,FCFS,"[89.08, 1.1135, 0.0, 0.0, 0.0]",False
"[78.0, 0.975, 0.0, 0.0, 0.0]",0.0,1,YES,78.0,XGBoost,"[78.0, 0.975, 0.0, 0.0, 0.0]",False
"[186.66, 1.166625, 0.0, 0.0, 0.0]",2.0,0,NO,186.66,FCFS,"[186.66, 1.166625, 0.0, 0.0, 0.0]",False
"[128.73, 1.07275, 0.0, 0.0, 0.0]",1.0,0,NO,128.73,RoundRobin,"[128.73, 1.07275, 0.0, 0.0, 0.0]",False
"[99.95, 1.249375, 0.0, 0.0, 0.0]",0.0,1,YES,99.95,RoundRobin,"[99.95, 1.249375, 0.0, 0.0, 0.0]",False
"[90.1, 1.12625, 0.0, 0.0, 0.0]",0.0,1,YES,90.1,XGBoost,"[90.1, 1.12625, 0.0, 0.0, 0.0]",False
"[155.74, 0.973375, 0.0, 0.0, 0.0]",2.0,0,NO,155.74,RoundRobin,"[155.74, 0.973375, 0.0, 0.0, 0.0]",False
"[151.64, 0.94775, 0.0, 0.0, 0.0]",2.0,0,NO,151.64,RoundRobin,"[151.64, 0.94775, 0.0, 0.0, 0.0]",False
"[88.51, 1.106375, 0.0, 0.0, 0.0]",0.0,1,YES,88.51,RoundRobin,"[88.51, 1.106375, 0.0, 0.0, 0.0]",False
"[92.36, 1.1545, 0.0, 0.0, 0.0]",0.0,1,YES,92.36,XGBoost,"[92.36, 1.1545, 0.0, 0.0, 0.0]",False
"[77.77, 0.972125, 0.0, 0.0, 0.0]",0.0,1,YES,77.77,FCFS,"[77.77, 0.972125, 0.0, 0.0, 0.0]",False
"[145.395, 1.211625, 0.0, 0.0, 0.0]",1.0,0,NO,145.395,RoundRobin,"[145.395, 1.211625, 0.0, 0.0, 0.0]",False
"[141.6, 1.18, 0.0, 0.0, 0.0]",1.0,0,NO,141.6,RoundRobin,"[141.6, 1.18, 0.0, 0.0, 0.0]",False
"[152.82, 0.955125, 0.0, 0.0, 0.0]",2.0,0,NO,152.82,RoundRobin,"[152.82, 0.955125, 0.0, 0.0, 0.0]",False
"[74.47, 0.930875, 0.0, 0.0, 0.0]",0.0,1,YES,74.47,XGBoost,"[74.47, 0.930875, 0.0, 0.0, 0.0]",False
"[74.02, 0.92525, 0.0, 0.0, 0.0]",0.0,1,YES,74.02,XGBoost,"[74.02, 0.92525, 0.0, 0.0, 0.0]",False
"[134.16, 1.118, 0.0, 0.0, 0.0]",1.0,0,NO,134.16,FCFS,"[134.16, 1.118, 0.0, 0.0, 0.0]",False
"[67, 14612, 58, 8, 1]",0.0,1,YES,6.39,Original,"[67, 14612, 58, 8, 1]",False
"[147.84, 1.232, 0.0, 0.0, 0.0]",1.0,0,NO,147.84,RoundRobin,"[147.84, 1.232, 0.0, 0.0, 0.0]",False
"[183.52, 1.147, 0.0, 0.0, 0.0]",2.0,1,YES,183.52,XGBoost,"[183.52, 1.147, 0.0, 0.0, 0.0]",False
"[143.58, 1.1965, 0.0, 0.0, 0.0]",1.0,0,NO,143.58,RoundRobin,"[143.58, 1.1965, 0.0, 0.0, 0.0]",False
"[157.32, 0.98325, 0.0, 0.0, 0.0]",2.0,0,NO,157.32,FCFS,"[157.32, 0.98325, 0.0, 0.0, 0.0]",False
"[167.4, 1.04625, 0.0, 0.0, 0.0]",2.0,0,NO,167.4,RoundRobin,"[167.4, 1.04625, 0.0, 0.0, 0.0]",False
"[174.64, 1.0915, 0.0, 0.0, 0.0]",2.0,1,YES,174.64,XGBoost,"[174.64, 1.0915, 0.0, 0.0, 0.0]",False
"[130.65, 1.08875, 0.0, 0.0, 0.0]",1.0,0,NO,130.65,RoundRobin,"[130.65, 1.08875, 0.0, 0.0, 0.0]",False
"[82, 621, 87, 39, 1]",0.0,1,YES,9.46,Original,"[82, 621, 87, 39, 1]",False
"[114.015, 0.950125, 0.0, 0.0, 0.0]",1.0,0,NO,114.015,FCFS,"[114.015, 0.950125, 0.0, 0.0, 0.0]",False
"[78.89, 0.986125, 0.0, 0.0, 0.0]",0.0,1,YES,78.89,XGBoost,"[78.89, 0.986125, 0.0, 0.0, 0.0]",False
"[154.5, 0.965625, 0.0, 0.0, 0.0]",2.0,0,NO,154.5,FCFS,"[154.5, 0.965625, 0.0, 0.0, 0.0]",False
"[95.31, 1.191375, 0.0, 0.0, 0.0]",0.0,1,YES,95.31,XGBoost,"[95.31, 1.191375, 0.0, 0.0, 0.0]",False
"[142.02, 0.887625, 0.0, 0.0, 0.0]",2.0,0,NO,142.02,RoundRobin,"[142.02, 0.887625, 0.0, 0.0, 0.0]",False
"[143.07, 1.19225, 0.0, 0.0, 0.0]",1.0,0,NO,143.07,RoundRobin,"[143.07, 1.19225, 0.0, 0.0, 0.0]",False
"[72, 12091, 34, 29, 1]",0.0,1,YES,5.72,Original,"[72, 12091, 34, 29, 1]",False
"[79.2, 0.99, 0.0, 0.0, 0.0]",0.0,1,YES,79.2,RoundRobin,"[79.2, 0.99, 0.0, 0.0, 0.0]",False
"[81.76, 1.022, 0.0, 0.0, 0.0]",0.0,1,YES,81.76,XGBoost,"[81.76, 1.022, 0.0, 0.0, 0.0]",False
"[92.84, 1.1605, 0.0, 0.0, 0.0]",0.0,1,YES,92.84,FCFS,"[92.84, 1.1605, 0.0, 0.0, 0.0]",False
"[74.8, 0.935, 0.0, 0.0, 0.0]",0.0,1,YES,74.8,FCFS,"[74.8, 0.935, 0.0, 0.0, 0.0]",False
"[93.41, 1.167625, 0.0, 0.0, 0.0]",0.0,1,YES,93.41,RoundRobin,"[93.41, 1.167625, 0.0, 0.0, 0.0]",False
"[151.26, 0.945375, 0.0, 0.0, 0.0]",2.0,0,NO,151.26,FCFS,"[151.26, 0.945375, 0.0, 0.0, 0.0]",False
"[76.8, 0.96, 0.0, 0.0, 0.0]",0.0,1,YES,76.8,XGBoost,"[76.8, 0.96, 0.0, 0.0, 0.0]",False
"[54, 2249, 21, 30, 2]",0.0,1,YES,5.62,Original,"[54, 2249, 21, 30, 2]",False
"[139.41, 1.16175, 0.0, 0.0, 0.0]",1.0,0,NO,139.41,FCFS,"[139.41, 1.16175, 0.0, 0.0, 0.0]",False
"[83.53, 1.044125, 0.0, 0.0, 0.0]",0.0,1,YES,83.53,XGBoost,"[83.53, 1.044125, 0.0, 0.0, 0.0]",False
"[152.0, 0.95, 0.0, 0.0, 0.0]",2.0,0,NO,152.0,RoundRobin,"[152.0, 0.95, 0.0, 0.0, 0.0]",False
"[182.5, 1.140625, 0.0, 0.0, 0.0]",2.0,0,NO,182.5,RoundRobin,"[182.5, 1.140625, 0.0, 0.0, 0.0]",False
"[136.545, 1.137875, 0.0, 0.0, 0.0]",1.0,0,NO,136.545,RoundRobin,"[136.545, 1.137875, 0.0, 0.0, 0.0]",False
"[188.94, 1.180875, 0.0, 0.0, 0.0]",2.0,1,YES,188.94,XGBoost,"[188.94, 1.180875, 0.0, 0.0, 0.0]",False
"[89, 10948, 87, 29, 3]",0.0,1,YES,8.1,Original,"[89, 10948, 87, 29, 3]",False
"[170.66, 1.066625, 0.0, 0.0, 0.0]",2.0,0,NO,170.66,RoundRobin,"[170.66, 1.066625, 0.0, 0.0, 0.0]",False
"[91.05, 1.138125, 0.0, 0.0, 0.0]",0.0,1,YES,91.05,FCFS,"[91.05, 1.138125, 0.0, 0.0, 0.0]",False
"[86.83, 1.085375, 0.0, 0.0, 0.0]",0.0,1,YES,86.83,RoundRobin,"[86.83, 1.085375, 0.0, 0.0, 0.0]",False
"[71.94, 0.89925, 0.0, 0.0, 0.0]",0.0,1,YES,71.94,XGBoost,"[71.94, 0.89925, 0.0, 0.0, 0.0]",False
"[87.73, 1.096625, 0.0, 0.0, 0.0]",0.0,1,YES,87.73,XGBoost,"[87.73, 1.096625, 0.0, 0.0, 0.0]",False
"[163.76, 1.0235, 0.0, 0.0, 0.0]",2.0,0,NO,163.76,FCFS,"[163.76, 1.0235, 0.0, 0.0, 0.0]",False
"[155.14, 0.969625, 0.0, 0.0, 0.0]",2.0,0,NO,155.14,XGBoost,"[155.14, 0.969625, 0.0, 0.0, 0.0]",False
"[166.76, 1.04225, 0.0, 0.0, 0.0]",2.0,0,NO,166.76,FCFS,"[166.76, 1.04225, 0.0, 0.0, 0.0]",False
"[82.74, 1.03425, 0.0, 0.0, 0.0]",0.0,1,YES,82.74,FCFS,"[82.74, 1.03425, 0.0, 0.0, 0.0]",False
"[81.65, 1.020625, 0.0, 0.0, 0.0]",0.0,1,YES,81.65,XGBoost,"[81.65, 1.020625, 0.0, 0.0, 0.0]",False
"[99.44, 1.243, 0.0, 0.0, 0.0]",0.0,1,YES,99.44,XGBoost,"[99.44, 1.243, 0.0, 0.0, 0.0]",False
"[147.015, 1.225125, 0.0, 0.0, 0.0]",1.0,0,NO,147.015,FCFS,"[147.015, 1.225125, 0.0, 0.0, 0.0]",False
"[172.36, 1.07725, 0.0, 0.0, 0.0]",2.0,1,YES,172.36,XGBoost,"[172.36, 1.07725, 0.0, 0.0, 0.0]",False
"[73.37, 0.917125, 0.0, 0.0, 0.0]",0.0,1,YES,73.37,FCFS,"[73.37, 0.917125, 0.0, 0.0, 0.0]",False
"[124.71, 1.03925, 0.0, 0.0, 0.0]",1.0,0,NO,124.71,RoundRobin,"[124.71, 1.03925, 0.0, 0.0, 0.0]",False
"[45, 15537, 95, 33, 1]",1.0,1,YES,3.45,Original,"[45, 15537, 95, 33, 1]",False
"[108.75, 0.90625, 0.0, 0.0, 0.0]",1.0,0,NO,108.75,FCFS,"[108.75, 0.90625, 0.0, 0.0, 0.0]",False
"[33, 12746, 16, 2, 1]",1.0,1,YES,4.79,Original,"[33, 12746, 16, 2, 1]",False
"[167.14, 1.044625, 0.0, 0.0, 0.0]",2.0,0,NO,167.14,FCFS,"[167.14, 1.044625, 0.0, 0.0, 0.0]",False
"[176.32, 1.102, 0.0, 0.0, 0.0]",2.0,1,YES,176.32,XGBoost,"[176.32, 1.102, 0.0, 0.0, 0.0]",False
"[76.81, 0.960125, 0.0, 0.0, 0.0]",0.0,1,YES,76.81,RoundRobin,"[76.81, 0.960125, 0.0, 0.0, 0.0]",False
"[94.0, 1.175, 0.0, 0.0, 0.0]",0.0,1,YES,94.0,XGBoost,"[94.0, 1.175, 0.0, 0.0, 0.0]",False
"[79.06, 0.98825, 0.0, 0.0, 0.0]",0.0,1,YES,79.06,XGBoost,"[79.06, 0.98825, 0.0, 0.0, 0.0]",False
"[141.44, 0.884, 0.0, 0.0, 0.0]",2.0,0,NO,141.44,RoundRobin,"[141.44, 0.884, 0.0, 0.0, 0.0]",False
