StateVec,Action,Reward,SLAMet,CPUCost,Source,NextState,Done
"[89.16, 1.1145, 0.0, 0.0, 0.0]",0.0,1,YES,89.16,XGBoost,"[89.16, 1.1145, 0.0, 0.0, 0.0]",False
"[79, 8573, 74, 28, 1]",0.0,1,YES,7.55,Original,"[79, 8573, 74, 28, 1]",False
"[90, 964, 13, 12, 1]",0.0,1,YES,8.36,Original,"[90, 964, 13, 12, 1]",False
"[112.41, 0.93675, 0.0, 0.0, 0.0]",1.0,0,NO,112.41,FCFS,"[112.41, 0.93675, 0.0, 0.0, 0.0]",False
"[141.22, 0.882625, 0.0, 0.0, 0.0]",2.0,0,NO,141.22,FCFS,"[141.22, 0.882625, 0.0, 0.0, 0.0]",False
"[184.6, 1.15375, 0.0, 0.0, 0.0]",2.0,1,YES,184.6,XGBoost,"[184.6, 1.15375, 0.0, 0.0, 0.0]",False
"[152.42, 0.952625, 0.0, 0.0, 0.0]",2.0,0,NO,152.42,FCFS,"[152.42, 0.952625, 0.0, 0.0, 0.0]",False
"[155.3, 0.970625, 0.0, 0.0, 0.0]",2.0,0,NO,155.3,RoundRobin,"[155.3, 0.970625, 0.0, 0.0, 0.0]",False
"[147.88, 0.92425, 0.0, 0.0, 0.0]",2.0,0,NO,147.88,RoundRobin,"[147.88, 0.92425, 0.0, 0.0, 0.0]",False
"[113.805, 0.948375, 0.0, 0.0, 0.0]",1.0,0,NO,113.805,FCFS,"[113.805, 0.948375, 0.0, 0.0, 0.0]",False
"[97.78, 1.22225, 0.0, 0.0, 0.0]",0.0,1,YES,97.78,XGBoost,"[97.78, 1.22225, 0.0, 0.0, 0.0]",False
"[77.66, 0.97075, 0.0, 0.0, 0.0]",0.0,1,YES,77.66,FCFS,"[77.66, 0.97075, 0.0, 0.0, 0.0]",False
"[98.08, 1.226, 0.0, 0.0, 0.0]",0.0,1,YES,98.08,XGBoost,"[98.08, 1.226, 0.0, 0.0, 0.0]",False
"[187.1, 1.169375, 0.0, 0.0, 0.0]",2.0,0,NO,187.1,FCFS,"[187.1, 1.169375, 0.0, 0.0, 0.0]",False
"[92.27, 1.153375, 0.0, 0.0, 0.0]",0.0,1,YES,92.27,RoundRobin,"[92.27, 1.153375, 0.0, 0.0, 0.0]",False
"[95.3, 1.19125, 0.0, 0.0, 0.0]",0.0,1,YES,95.3,XGBoost,"[95.3, 1.19125, 0.0, 0.0, 0.0]",False
"[78.94, 0.98675, 0.0, 0.0, 0.0]",0.0,1,YES,78.94,XGBoost,"[78.94, 0.98675, 0.0, 0.0, 0.0]",False
"[181.68, 1.1355, 0.0, 0.0, 0.0]",2.0,0,NO,181.68,FCFS,"[181.68, 1.1355, 0.0, 0.0, 0.0]",False
"[84.15, 1.051875, 0.0, 0.0, 0.0]",0.0,1,YES,84.15,RoundRobin,"[84.15, 1.051875, 0.0, 0.0, 0.0]",False
"[105.885, 0.882375, 0.0, 0.0, 0.0]",1.0,0,NO,105.885,FCFS,"[105.885, 0.882375, 0.0, 0.0, 0.0]",False
"[89.43, 1.117875, 0.0, 0.0, 0.0]",0.0,1,YES,89.43,XGBoost,"[89.43, 1.117875, 0.0, 0.0, 0.0]",False
"[81.43, 1.017875, 0.0, 0.0, 0.0]",0.0,1,YES,81.43,XGBoost,"[81.43, 1.017875, 0.0, 0.0, 0.0]",False
"[66, 3008, 42, 41, 1]",1.0,1,YES,3.66,Original,"[66, 3008, 42, 41, 1]",False
"[147.225, 1.226875, 0.0, 0.0, 0.0]",1.0,0,NO,147.225,FCFS,"[147.225, 1.226875, 0.0, 0.0, 0.0]",False
"[149.565, 1.246375, 0.0, 0.0, 0.0]",1.0,0,NO,149.565,FCFS,"[149.565, 1.246375, 0.0, 0.0, 0.0]",False
"[115.2, 0.96, 0.0, 0.0, 0.0]",1.0,0,NO,115.2,RoundRobin,"[115.2, 0.96, 0.0, 0.0, 0.0]",False
"[80, 5707, 52, 27, 2]",1.0,1,YES,2.21,Original,"[80, 5707, 52, 27, 2]",False
"[42, 1047, 35, 11, 2]",1.0,1,YES,3.49,Original,"[42, 1047, 35, 11, 2]",False
"[153.04, 0.9565, 0.0, 0.0, 0.0]",2.0,0,NO,153.04,XGBoost,"[153.04, 0.9565, 0.0, 0.0, 0.0]",False
"[177.64, 1.11025, 0.0, 0.0, 0.0]",2.0,0,NO,177.64,RoundRobin,"[177.64, 1.11025, 0.0, 0.0, 0.0]",False
"[74.63, 0.932875, 0.0, 0.0, 0.0]",0.0,1,YES,74.63,RoundRobin,"[74.63, 0.932875, 0.0, 0.0, 0.0]",False
"[122.25, 1.01875, 0.0, 0.0, 0.0]",1.0,0,NO,122.25,FCFS,"[122.25, 1.01875, 0.0, 0.0, 0.0]",False
"[185.88, 1.16175, 0.0, 0.0, 0.0]",2.0,1,YES,185.88,XGBoost,"[185.88, 1.16175, 0.0, 0.0, 0.0]",False
"[182.96, 1.1435, 0.0, 0.0, 0.0]",2.0,0,NO,182.96,RoundRobin,"[182.96, 1.1435, 0.0, 0.0, 0.0]",False
"[154.12, 0.96325, 0.0, 0.0, 0.0]",2.0,0,NO,154.12,RoundRobin,"[154.12, 0.96325, 0.0, 0.0, 0.0]",False
"[87.61, 1.095125, 0.0, 0.0, 0.0]",0.0,1,YES,87.61,XGBoost,"[87.61, 1.095125, 0.0, 0.0, 0.0]",False
"[186.24, 1.164, 0.0, 0.0, 0.0]",2.0,0,NO,186.24,RoundRobin,"[186.24, 1.164, 0.0, 0.0, 0.0]",False
"[148.72, 0.9295, 0.0, 0.0, 0.0]",2.0,0,NO,148.72,XGBoost,"[148.72, 0.9295, 0.0, 0.0, 0.0]",False
"[92.83, 1.160375, 0.0, 0.0, 0.0]",0.0,1,YES,92.83,RoundRobin,"[92.83, 1.160375, 0.0, 0.0, 0.0]",False
"[76.17, 0.952125, 0.0, 0.0, 0.0]",0.0,1,YES,76.17,XGBoost,"[76.17, 0.952125, 0.0, 0.0, 0.0]",False
"[86.36, 1.0795, 0.0, 0.0, 0.0]",0.0,1,YES,86.36,XGBoost,"[86.36, 1.0795, 0.0, 0.0, 0.0]",False
"[81.18, 1.01475, 0.0, 0.0, 0.0]",0.0,1,YES,81.18,XGBoost,"[81.18, 1.01475, 0.0, 0.0, 0.0]",False
"[70.82, 0.88525, 0.0, 0.0, 0.0]",0.0,1,YES,70.82,XGBoost,"[70.82, 0.88525, 0.0, 0.0, 0.0]",False
"[58, 2096, 86, 26, 3]",1.0,1,YES,2.48,Original,"[58, 2096, 86, 26, 3]",False
"[40, 5177, 44, 17, 2]",1.0,1,YES,2.02,Original,"[40, 5177, 44, 17, 2]",False
"[119.76, 0.998, 0.0, 0.0, 0.0]",1.0,0,NO,119.76,FCFS,"[119.76, 0.998, 0.0, 0.0, 0.0]",False
"[93.46, 1.16825, 0.0, 0.0, 0.0]",0.0,1,YES,93.46,RoundRobin,"[93.46, 1.16825, 0.0, 0.0, 0.0]",False
"[95.45, 1.193125, 0.0, 0.0, 0.0]",0.0,1,YES,95.45,RoundRobin,"[95.45, 1.193125, 0.0, 0.0, 0.0]",False
"[80.55, 1.006875, 0.0, 0.0, 0.0]",0.0,1,YES,80.55,RoundRobin,"[80.55, 1.006875, 0.0, 0.0, 0.0]",False
"[90.53, 1.131625, 0.0, 0.0, 0.0]",0.0,1,YES,90.53,RoundRobin,"[90.53, 1.131625, 0.0, 0.0, 0.0]",False
"[179.06, 1.119125, 0.0, 0.0, 0.0]",2.0,0,NO,179.06,FCFS,"[179.06, 1.119125, 0.0, 0.0, 0.0]",False
"[140.84, 0.88025, 0.0, 0.0, 0.0]",2.0,0,NO,140.84,FCFS,"[140.84, 0.88025, 0.0, 0.0, 0.0]",False
"[86.92, 1.0865, 0.0, 0.0, 0.0]",0.0,1,YES,86.92,FCFS,"[86.92, 1.0865, 0.0, 0.0, 0.0]",False
"[77.55, 0.969375, 0.0, 0.0, 0.0]",0.0,1,YES,77.55,XGBoost,"[77.55, 0.969375, 0.0, 0.0, 0.0]",False
"[184.72, 1.1545, 0.0, 0.0, 0.0]",2.0,0,NO,184.72,RoundRobin,"[184.72, 1.1545, 0.0, 0.0, 0.0]",False
"[150.36, 0.93975, 0.0, 0.0, 0.0]",2.0,0,NO,150.36,FCFS,"[150.36, 0.93975, 0.0, 0.0, 0.0]",False
"[196.3, 1.226875, 0.0, 0.0, 0.0]",2.0,1,YES,196.3,XGBoost,"[196.3, 1.226875, 0.0, 0.0, 0.0]",False
"[179.16, 1.11975, 0.0, 0.0, 0.0]",2.0,0,NO,179.16,FCFS,"[179.16, 1.11975, 0.0, 0.0, 0.0]",False
"[160.94, 1.005875, 0.0, 0.0, 0.0]",2.0,1,YES,160.94,XGBoost,"[160.94, 1.005875, 0.0, 0.0, 0.0]",False
"[72.28, 0.9035, 0.0, 0.0, 0.0]",0.0,1,YES,72.28,RoundRobin,"[72.28, 0.9035, 0.0, 0.0, 0.0]",False
"[105.465, 0.878875, 0.0, 0.0, 0.0]",1.0,0,NO,105.465,FCFS,"[105.465, 0.878875, 0.0, 0.0, 0.0]",False
"[86.43, 1.080375, 0.0, 0.0, 0.0]",0.0,1,YES,86.43,FCFS,"[86.43, 1.080375, 0.0, 0.0, 0.0]",False
"[85.12, 1.064, 0.0, 0.0, 0.0]",0.0,1,YES,85.12,FCFS,"[85.12, 1.064, 0.0, 0.0, 0.0]",False
"[81.25, 1.015625, 0.0, 0.0, 0.0]",0.0,1,YES,81.25,XGBoost,"[81.25, 1.015625, 0.0, 0.0, 0.0]",False
"[196.18, 1.226125, 0.0, 0.0, 0.0]",2.0,0,NO,196.18,FCFS,"[196.18, 1.226125, 0.0, 0.0, 0.0]",False
"[86.53, 1.081625, 0.0, 0.0, 0.0]",0.0,1,YES,86.53,XGBoost,"[86.53, 1.081625, 0.0, 0.0, 0.0]",False
"[159.02, 0.993875, 0.0, 0.0, 0.0]",2.0,0,NO,159.02,FCFS,"[159.02, 0.993875, 0.0, 0.0, 0.0]",False
"[115.68, 0.964, 0.0, 0.0, 0.0]",1.0,0,NO,115.68,RoundRobin,"[115.68, 0.964, 0.0, 0.0, 0.0]",False
"[108.03, 0.90025, 0.0, 0.0, 0.0]",1.0,0,NO,108.03,FCFS,"[108.03, 0.90025, 0.0, 0.0, 0.0]",False
"[87.86, 1.09825, 0.0, 0.0, 0.0]",0.0,1,YES,87.86,XGBoost,"[87.86, 1.09825, 0.0, 0.0, 0.0]",False
"[181.2, 1.1325, 0.0, 0.0, 0.0]",2.0,0,NO,181.2,RoundRobin,"[181.2, 1.1325, 0.0, 0.0, 0.0]",False
"[81.64, 1.0205, 0.0, 0.0, 0.0]",0.0,1,YES,81.64,FCFS,"[81.64, 1.0205, 0.0, 0.0, 0.0]",False
"[159.06, 0.994125, 0.0, 0.0, 0.0]",2.0,0,NO,159.06,FCFS,"[159.06, 0.994125, 0.0, 0.0, 0.0]",False
"[172.54, 1.078375, 0.0, 0.0, 0.0]",2.0,1,YES,172.54,XGBoost,"[172.54, 1.078375, 0.0, 0.0, 0.0]",False
"[91.86, 1.14825, 0.0, 0.0, 0.0]",0.0,1,YES,91.86,XGBoost,"[91.86, 1.14825, 0.0, 0.0, 0.0]",False
"[128.115, 1.067625, 0.0, 0.0, 0.0]",1.0,0,NO,128.115,RoundRobin,"[128.115, 1.067625, 0.0, 0.0, 0.0]",False
"[99.55, 1.244375, 0.0, 0.0, 0.0]",0.0,1,YES,99.55,RoundRobin,"[99.55, 1.244375, 0.0, 0.0, 0.0]",False
"[149.32, 0.93325, 0.0, 0.0, 0.0]",2.0,0,NO,149.32,RoundRobin,"[149.32, 0.93325, 0.0, 0.0, 0.0]",False
"[165.9, 1.036875, 0.0, 0.0, 0.0]",2.0,0,NO,165.9,RoundRobin,"[165.9, 1.036875, 0.0, 0.0, 0.0]",False
"[157.6, 0.985, 0.0, 0.0, 0.0]",2.0,0,NO,157.6,FCFS,"[157.6, 0.985, 0.0, 0.0, 0.0]",False
"[187.54, 1.172125, 0.0, 0.0, 0.0]",2.0,0,NO,187.54,FCFS,"[187.54, 1.172125, 0.0, 0.0, 0.0]",False
"[110.64, 0.922, 0.0, 0.0, 0.0]",1.0,0,NO,110.64,FCFS,"[110.64, 0.922, 0.0, 0.0, 0.0]",False
"[50, 3075, 35, 21, 3]",0.0,1,YES,9.02,Original,"[50, 3075, 35, 21, 3]",False
"[192.74, 1.204625, 0.0, 0.0, 0.0]",2.0,0,NO,192.74,RoundRobin,"[192.74, 1.204625, 0.0, 0.0, 0.0]",False
"[143.42, 0.896375, 0.0, 0.0, 0.0]",2.0,0,NO,143.42,RoundRobin,"[143.42, 0.896375, 0.0, 0.0, 0.0]",False
"[196.6, 1.22875, 0.0, 0.0, 0.0]",2.0,0,NO,196.6,FCFS,"[196.6, 1.22875, 0.0, 0.0, 0.0]",False
"[134.25, 1.11875, 0.0, 0.0, 0.0]",1.0,0,NO,134.25,RoundRobin,"[134.25, 1.11875, 0.0, 0.0, 0.0]",False
"[149.74, 0.935875, 0.0, 0.0, 0.0]",2.0,0,NO,149.74,RoundRobin,"[149.74, 0.935875, 0.0, 0.0, 0.0]",False
"[95.0, 1.1875, 0.0, 0.0, 0.0]",0.0,1,YES,95.0,FCFS,"[95.0, 1.1875, 0.0, 0.0, 0.0]",False
"[196.26, 1.226625, 0.0, 0.0, 0.0]",2.0,0,NO,196.26,FCFS,"[196.26, 1.226625, 0.0, 0.0, 0.0]",False
"[80.29, 1.003625, 0.0, 0.0, 0.0]",0.0,1,YES,80.29,XGBoost,"[80.29, 1.003625, 0.0, 0.0, 0.0]",False
"[90.87, 1.135875, 0.0, 0.0, 0.0]",0.0,1,YES,90.87,XGBoost,"[90.87, 1.135875, 0.0, 0.0, 0.0]",False
"[81.98, 1.02475, 0.0, 0.0, 0.0]",0.0,1,YES,81.98,XGBoost,"[81.98, 1.02475, 0.0, 0.0, 0.0]",False
"[73.45, 0.918125, 0.0, 0.0, 0.0]",0.0,1,YES,73.45,XGBoost,"[73.45, 0.918125, 0.0, 0.0, 0.0]",False
"[134.145, 1.117875, 0.0, 0.0, 0.0]",1.0,0,NO,134.145,FCFS,"[134.145, 1.117875, 0.0, 0.0, 0.0]",False
"[172.3, 1.076875, 0.0, 0.0, 0.0]",2.0,0,NO,172.3,RoundRobin,"[172.3, 1.076875, 0.0, 0.0, 0.0]",False
"[125.22, 1.0435, 0.0, 0.0, 0.0]",1.0,0,NO,125.22,RoundRobin,"[125.22, 1.0435, 0.0, 0.0, 0.0]",False
"[141.75, 1.18125, 0.0, 0.0, 0.0]",1.0,0,NO,141.75,FCFS,"[141.75, 1.18125, 0.0, 0.0, 0.0]",False
"[89.88, 1.1235, 0.0, 0.0, 0.0]",0.0,1,YES,89.88,XGBoost,"[89.88, 1.1235, 0.0, 0.0, 0.0]",False
"[35, 2966, 10, 33, 2]",1.0,1,YES,1.6,Original,"[35, 2966, 10, 33, 2]",False
"[71, 14668, 69, 11, 2]",0.0,1,YES,5.14,Original,"[71, 14668, 69, 11, 2]",False
"[184.64, 1.154, 0.0, 0.0, 0.0]",2.0,0,NO,184.64,FCFS,"[184.64, 1.154, 0.0, 0.0, 0.0]",False
"[123.84, 1.032, 0.0, 0.0, 0.0]",1.0,0,NO,123.84,FCFS,"[123.84, 1.032, 0.0, 0.0, 0.0]",False
"[70.66, 0.88325, 0.0, 0.0, 0.0]",0.0,1,YES,70.66,RoundRobin,"[70.66, 0.88325, 0.0, 0.0, 0.0]",False
"[73.12, 0.914, 0.0, 0.0, 0.0]",0.0,1,YES,73.12,RoundRobin,"[73.12, 0.914, 0.0, 0.0, 0.0]",False
"[90.35, 1.129375, 0.0, 0.0, 0.0]",0.0,1,YES,90.35,RoundRobin,"[90.35, 1.129375, 0.0, 0.0, 0.0]",False
"[81.37, 1.017125, 0.0, 0.0, 0.0]",0.0,1,YES,81.37,XGBoost,"[81.37, 1.017125, 0.0, 0.0, 0.0]",False
"[84.19, 1.052375, 0.0, 0.0, 0.0]",0.0,1,YES,84.19,FCFS,"[84.19, 1.052375, 0.0, 0.0, 0.0]",False
"[185.28, 1.158, 0.0, 0.0, 0.0]",2.0,1,YES,185.28,XGBoost,"[185.28, 1.158, 0.0, 0.0, 0.0]",False
"[134.55, 1.12125, 0.0, 0.0, 0.0]",1.0,0,NO,134.55,FCFS,"[134.55, 1.12125, 0.0, 0.0, 0.0]",False
"[95.26, 1.19075, 0.0, 0.0, 0.0]",0.0,1,YES,95.26,XGBoost,"[95.26, 1.19075, 0.0, 0.0, 0.0]",False
"[70.81, 0.885125, 0.0, 0.0, 0.0]",0.0,1,YES,70.81,XGBoost,"[70.81, 0.885125, 0.0, 0.0, 0.0]",False
"[78.03, 0.975375, 0.0, 0.0, 0.0]",0.0,1,YES,78.03,XGBoost,"[78.03, 0.975375, 0.0, 0.0, 0.0]",False
"[92.49, 1.156125, 0.0, 0.0, 0.0]",0.0,1,YES,92.49,RoundRobin,"[92.49, 1.156125, 0.0, 0.0, 0.0]",False
"[181.72, 1.13575, 0.0, 0.0, 0.0]",2.0,0,NO,181.72,RoundRobin,"[181.72, 1.13575, 0.0, 0.0, 0.0]",False
"[117.09, 0.97575, 0.0, 0.0, 0.0]",1.0,0,NO,117.09,FCFS,"[117.09, 0.97575, 0.0, 0.0, 0.0]",False
"[70.11, 0.876375, 0.0, 0.0, 0.0]",0.0,1,YES,70.11,XGBoost,"[70.11, 0.876375, 0.0, 0.0, 0.0]",False
"[183.24, 1.14525, 0.0, 0.0, 0.0]",2.0,0,NO,183.24,FCFS,"[183.24, 1.14525, 0.0, 0.0, 0.0]",False
"[136.53, 1.13775, 0.0, 0.0, 0.0]",1.0,0,NO,136.53,FCFS,"[136.53, 1.13775, 0.0, 0.0, 0.0]",False
"[176.84, 1.10525, 0.0, 0.0, 0.0]",2.0,0,NO,176.84,FCFS,"[176.84, 1.10525, 0.0, 0.0, 0.0]",False
"[76.79, 0.959875, 0.0, 0.0, 0.0]",0.0,1,YES,76.79,XGBoost,"[76.79, 0.959875, 0.0, 0.0, 0.0]",False
"[117.36, 0.978, 0.0, 0.0, 0.0]",1.0,0,NO,117.36,FCFS,"[117.36, 0.978, 0.0, 0.0, 0.0]",False
"[128.385, 1.069875, 0.0, 0.0, 0.0]",1.0,0,NO,128.385,FCFS,"[128.385, 1.069875, 0.0, 0.0, 0.0]",False
"[116.04, 0.967, 0.0, 0.0, 0.0]",1.0,0,NO,116.04,FCFS,"[116.04, 0.967, 0.0, 0.0, 0.0]",False
"[108.465, 0.903875, 0.0, 0.0, 0.0]",1.0,0,NO,108.465,RoundRobin,"[108.465, 0.903875, 0.0, 0.0, 0.0]",False
"[70.46, 0.88075, 0.0, 0.0, 0.0]",0.0,1,YES,70.46,RoundRobin,"[70.46, 0.88075, 0.0, 0.0, 0.0]",False
"[185.68, 1.1605, 0.0, 0.0, 0.0]",2.0,0,NO,185.68,RoundRobin,"[185.68, 1.1605, 0.0, 0.0, 0.0]",False
"[77.0, 0.9625, 0.0, 0.0, 0.0]",0.0,1,YES,77.0,XGBoost,"[77.0, 0.9625, 0.0, 0.0, 0.0]",False
"[140.92, 0.88075, 0.0, 0.0, 0.0]",2.0,0,NO,140.92,XGBoost,"[140.92, 0.88075, 0.0, 0.0, 0.0]",False
"[76.13, 0.951625, 0.0, 0.0, 0.0]",0.0,1,YES,76.13,XGBoost,"[76.13, 0.951625, 0.0, 0.0, 0.0]",False
"[59, 13125, 58, 43, 2]",0.0,1,YES,5.23,Original,"[59, 13125, 58, 43, 2]",False
"[74.92, 0.9365, 0.0, 0.0, 0.0]",0.0,1,YES,74.92,RoundRobin,"[74.92, 0.9365, 0.0, 0.0, 0.0]",False
"[95.57, 1.194625, 0.0, 0.0, 0.0]",0.0,1,YES,95.57,XGBoost,"[95.57, 1.194625, 0.0, 0.0, 0.0]",False
"[160.98, 1.006125, 0.0, 0.0, 0.0]",2.0,0,NO,160.98,RoundRobin,"[160.98, 1.006125, 0.0, 0.0, 0.0]",False
"[58, 14549, 34, 26, 1]",1.0,1,YES,3.15,Original,"[58, 14549, 34, 26, 1]",False
"[90.54, 1.13175, 0.0, 0.0, 0.0]",0.0,1,YES,90.54,XGBoost,"[90.54, 1.13175, 0.0, 0.0, 0.0]",False
"[163.22, 1.020125, 0.0, 0.0, 0.0]",2.0,0,NO,163.22,RoundRobin,"[163.22, 1.020125, 0.0, 0.0, 0.0]",False
"[118.65, 0.98875, 0.0, 0.0, 0.0]",1.0,0,NO,118.65,FCFS,"[118.65, 0.98875, 0.0, 0.0, 0.0]",False
"[196.92, 1.23075, 0.0, 0.0, 0.0]",2.0,1,YES,196.92,XGBoost,"[196.92, 1.23075, 0.0, 0.0, 0.0]",False
"[157.76, 0.986, 0.0, 0.0, 0.0]",2.0,0,NO,157.76,RoundRobin,"[157.76, 0.986, 0.0, 0.0, 0.0]",False
"[145.44, 0.909, 0.0, 0.0, 0.0]",2.0,0,NO,145.44,XGBoost,"[145.44, 0.909, 0.0, 0.0, 0.0]",False
"[79.81, 0.997625, 0.0, 0.0, 0.0]",0.0,1,YES,79.81,RoundRobin,"[79.81, 0.997625, 0.0, 0.0, 0.0]",False
"[72.54, 0.90675, 0.0, 0.0, 0.0]",0.0,1,YES,72.54,XGBoost,"[72.54, 0.90675, 0.0, 0.0, 0.0]",False
"[80.6, 1.0075, 0.0, 0.0, 0.0]",0.0,1,YES,80.6,XGBoost,"[80.6, 1.0075, 0.0, 0.0, 0.0]",False
"[176.8, 1.105, 0.0, 0.0, 0.0]",2.0,1,YES,176.8,XGBoost,"[176.8, 1.105, 0.0, 0.0, 0.0]",False
"[115.875, 0.965625, 0.0, 0.0, 0.0]",1.0,0,NO,115.875,FCFS,"[115.875, 0.965625, 0.0, 0.0, 0.0]",False
"[74.0, 0.925, 0.0, 0.0, 0.0]",0.0,1,YES,74.0,RoundRobin,"[74.0, 0.925, 0.0, 0.0, 0.0]",False
"[82.49, 1.031125, 0.0, 0.0, 0.0]",0.0,1,YES,82.49,RoundRobin,"[82.49, 1.031125, 0.0, 0.0, 0.0]",False
"[155.6, 0.9725, 0.0, 0.0, 0.0]",2.0,0,NO,155.6,RoundRobin,"[155.6, 0.9725, 0.0, 0.0, 0.0]",False
"[92.15, 1.151875, 0.0, 0.0, 0.0]",0.0,1,YES,92.15,XGBoost,"[92.15, 1.151875, 0.0, 0.0, 0.0]",False
"[176.38, 1.102375, 0.0, 0.0, 0.0]",2.0,1,YES,176.38,XGBoost,"[176.38, 1.102375, 0.0, 0.0, 0.0]",False
"[174.66, 1.091625, 0.0, 0.0, 0.0]",2.0,0,NO,174.66,RoundRobin,"[174.66, 1.091625, 0.0, 0.0, 0.0]",False
"[148.68, 1.239, 0.0, 0.0, 0.0]",1.0,0,NO,148.68,RoundRobin,"[148.68, 1.239, 0.0, 0.0, 0.0]",False
"[81.1, 1.01375, 0.0, 0.0, 0.0]",0.0,1,YES,81.1,XGBoost,"[81.1, 1.01375, 0.0, 0.0, 0.0]",False
"[97.41, 1.217625, 0.0, 0.0, 0.0]",0.0,1,YES,97.41,XGBoost,"[97.41, 1.217625, 0.0, 0.0, 0.0]",False
"[77.62, 0.97025, 0.0, 0.0, 0.0]",0.0,1,YES,77.62,XGBoost,"[77.62, 0.97025, 0.0, 0.0, 0.0]",False
"[93.93, 1.174125, 0.0, 0.0, 0.0]",0.0,1,YES,93.93,XGBoost,"[93.93, 1.174125, 0.0, 0.0, 0.0]",False
"[179.7, 1.123125, 0.0, 0.0, 0.0]",2.0,0,NO,179.7,FCFS,"[179.7, 1.123125, 0.0, 0.0, 0.0]",False
"[108.585, 0.904875, 0.0, 0.0, 0.0]",1.0,0,NO,108.585,RoundRobin,"[108.585, 0.904875, 0.0, 0.0, 0.0]",False
"[97.86, 1.22325, 0.0, 0.0, 0.0]",0.0,1,YES,97.86,RoundRobin,"[97.86, 1.22325, 0.0, 0.0, 0.0]",False
"[97.95, 1.224375, 0.0, 0.0, 0.0]",0.0,1,YES,97.95,RoundRobin,"[97.95, 1.224375, 0.0, 0.0, 0.0]",False
"[168.74, 1.054625, 0.0, 0.0, 0.0]",2.0,1,YES,168.74,XGBoost,"[168.74, 1.054625, 0.0, 0.0, 0.0]",False
"[87.03, 1.087875, 0.0, 0.0, 0.0]",0.0,1,YES,87.03,FCFS,"[87.03, 1.087875, 0.0, 0.0, 0.0]",False
"[78.34, 0.97925, 0.0, 0.0, 0.0]",0.0,1,YES,78.34,RoundRobin,"[78.34, 0.97925, 0.0, 0.0, 0.0]",False
"[130.005, 1.083375, 0.0, 0.0, 0.0]",1.0,0,NO,130.005,RoundRobin,"[130.005, 1.083375, 0.0, 0.0, 0.0]",False
"[133.59, 1.11325, 0.0, 0.0, 0.0]",1.0,0,NO,133.59,FCFS,"[133.59, 1.11325, 0.0, 0.0, 0.0]",False
"[80.66, 1.00825, 0.0, 0.0, 0.0]",0.0,1,YES,80.66,FCFS,"[80.66, 1.00825, 0.0, 0.0, 0.0]",False
"[141.465, 1.178875, 0.0, 0.0, 0.0]",1.0,0,NO,141.465,RoundRobin,"[141.465, 1.178875, 0.0, 0.0, 0.0]",False
"[124.5, 1.0375, 0.0, 0.0, 0.0]",1.0,0,NO,124.5,RoundRobin,"[124.5, 1.0375, 0.0, 0.0, 0.0]",False
"[116.385, 0.969875, 0.0, 0.0, 0.0]",1.0,0,NO,116.385,FCFS,"[116.385, 0.969875, 0.0, 0.0, 0.0]",False
"[119.505, 0.995875, 0.0, 0.0, 0.0]",1.0,0,NO,119.505,RoundRobin,"[119.505, 0.995875, 0.0, 0.0, 0.0]",False
"[131.22, 1.0935, 0.0, 0.0, 0.0]",1.0,0,NO,131.22,RoundRobin,"[131.22, 1.0935, 0.0, 0.0, 0.0]",False
"[83.8, 1.0475, 0.0, 0.0, 0.0]",0.0,1,YES,83.8,RoundRobin,"[83.8, 1.0475, 0.0, 0.0, 0.0]",False
"[35, 6707, 55, 25, 3]",1.0,1,YES,3.39,Original,"[35, 6707, 55, 25, 3]",False
"[143.78, 0.898625, 0.0, 0.0, 0.0]",2.0,0,NO,143.78,RoundRobin,"[143.78, 0.898625, 0.0, 0.0, 0.0]",False
"[56, 11303, 9, 13, 3]",0.0,1,YES,6.47,Original,"[56, 11303, 9, 13, 3]",False
"[146.355, 1.219625, 0.0, 0.0, 0.0]",1.0,0,NO,146.355,RoundRobin,"[146.355, 1.219625, 0.0, 0.0, 0.0]",False
"[111.855, 0.932125, 0.0, 0.0, 0.0]",1.0,0,NO,111.855,FCFS,"[111.855, 0.932125, 0.0, 0.0, 0.0]",False
"[91.24, 1.1405, 0.0, 0.0, 0.0]",0.0,1,YES,91.24,RoundRobin,"[91.24, 1.1405, 0.0, 0.0, 0.0]",False
"[126.72, 1.056, 0.0, 0.0, 0.0]",1.0,0,NO,126.72,RoundRobin,"[126.72, 1.056, 0.0, 0.0, 0.0]",False
"[114.525, 0.954375, 0.0, 0.0, 0.0]",1.0,0,NO,114.525,RoundRobin,"[114.525, 0.954375, 0.0, 0.0, 0.0]",False
"[83.27, 1.040875, 0.0, 0.0, 0.0]",0.0,1,YES,83.27,XGBoost,"[83.27, 1.040875, 0.0, 0.0, 0.0]",False
"[156.54, 0.978375, 0.0, 0.0, 0.0]",2.0,0,NO,156.54,RoundRobin,"[156.54, 0.978375, 0.0, 0.0, 0.0]",False
"[176.68, 1.10425, 0.0, 0.0, 0.0]",2.0,0,NO,176.68,RoundRobin,"[176.68, 1.10425, 0.0, 0.0, 0.0]",False
"[79.3, 0.99125, 0.0, 0.0, 0.0]",0.0,1,YES,79.3,RoundRobin,"[79.3, 0.99125, 0.0, 0.0, 0.0]",False
