TaskID,SelectedCloud,StartTime,EndTime,ExecutionTime,CPUCost,SLADuration,SLAMet
1339,0,694.603378,695.400478,0.7971,79.71,0.996375,YES
1340,0,695.4922662,696.4418662,0.9496,94.96,1.187,YES
1341,1,695.5490049,696.9107192,1.361714286,142.98,1.1915,NO
1342,1,696.3395734,697.6668591,1.327285714,139.365,1.161375,NO
1343,2,697.1842294,699.0116294,1.8274,182.74,1.142125,NO
1344,2,697.5544298,699.1754298,1.621,162.1,1.013125,NO
1345,2,697.8907303,699.5807303,1.69,169,1.05625,NO
1346,0,698.0822954,698.8897954,0.8075,80.75,1.009375,YES
1347,1,698.4922265,699.5735122,1.081285714,113.535,0.946125,NO
1348,0,699.5828526,700.3046526,0.7218,72.18,0.90225,YES
1349,0,700.0250396,700.9305396,0.9055,90.55,1.131875,YES
1350,2,700.1042616,701.6098616,1.5056,150.56,0.941,NO
1351,0,700.6999759,701.5388759,0.8389,83.89,1.048625,YES
1352,0,701.2599528,702.0011528,0.7412,74.12,0.9265,YES
1353,2,701.449336,702.986536,1.5372,153.72,0.96075,NO
1354,0,701.5155584,702.3953584,0.8798,87.98,1.09975,YES
1355,1,701.550339,702.6427676,1.092428571,114.705,0.955875,NO
1356,2,704.5010744,706.3270744,1.826,182.6,1.14125,NO
1357,0,704.6006437,705.5248437,0.9242,92.42,1.15525,YES
1358,1,704.6184802,705.952623,1.334142857,140.085,1.167375,NO
1359,0,704.6291754,705.5734754,0.9443,94.43,1.180375,YES
1360,2,704.9430415,706.4354415,1.4924,149.24,0.93275,NO
1361,1,705.0603784,706.281807,1.221428571,128.25,1.06875,NO
1362,0,705.3442422,706.0548422,0.7106,71.06,0.88825,YES
1363,2,705.6051452,707.0343452,1.4292,142.92,0.89325,NO
1364,2,705.9164487,707.3712487,1.4548,145.48,0.90925,NO
1365,0,707.5388506,708.4024506,0.8636,86.36,1.0795,YES
1366,0,707.9983979,708.7220979,0.7237,72.37,0.904625,YES
1367,0,708.9771091,709.8281091,0.851,85.1,1.06375,YES
1368,1,709.2391484,710.4057198,1.166571429,122.49,1.02075,NO
1369,1,709.4207809,710.7154952,1.294714286,135.945,1.132875,NO
1370,2,710.2825583,711.9013583,1.6188,161.88,1.01175,NO
1371,1,710.3032303,711.4759446,1.172714286,123.135,1.026125,NO
1372,1,710.7090609,711.9219181,1.212857143,127.35,1.06125,NO
1373,0,711.1060288,712.0311288,0.9251,92.51,1.156375,YES
1374,2,711.154665,712.606465,1.4518,145.18,0.907375,NO
1375,2,711.3676205,712.7908205,1.4232,142.32,0.8895,NO
1376,0,713.1340546,714.0753546,0.9413,94.13,1.176625,YES
1377,0,713.4531439,714.3987439,0.9456,94.56,1.182,YES
1378,1,713.5621428,714.8252857,1.263142857,132.63,1.10525,NO
1379,0,713.7811835,714.5143835,0.7332,73.32,0.9165,YES
1380,0,714.648668,715.623568,0.9749,97.49,1.218625,YES
1381,0,714.736843,715.518243,0.7814,78.14,0.97675,YES
1382,2,715.6634192,717.3044192,1.641,164.1,1.025625,NO
1383,1,716.6069123,717.8629123,1.256,131.88,1.099,NO
1384,2,716.8174782,718.2264782,1.409,140.9,0.880625,NO
1385,1,717.0289608,718.1195322,1.090571429,114.51,0.95425,NO
1386,1,717.6908498,718.9722783,1.281428571,134.55,1.12125,NO
1387,0,717.9291787,718.9254787,0.9963,99.63,1.245375,YES
1388,0,718.1060656,719.0203656,0.9143,91.43,1.142875,YES
1389,1,718.141586,719.2611574,1.119571429,117.555,0.979625,NO
1390,0,719.0147776,719.8034776,0.7887,78.87,0.985875,YES
1391,1,719.585435,721.007435,1.422,149.31,1.24425,NO
1392,2,720.923867,722.367267,1.4434,144.34,0.902125,NO
1393,2,721.023608,722.469208,1.4456,144.56,0.9035,NO
1394,0,721.4752881,722.4711881,0.9959,99.59,1.244875,YES
1395,1,722.1077959,723.1152245,1.007428571,105.78,0.8815,NO
1396,0,722.4052134,723.3045134,0.8993,89.93,1.124125,YES
1397,2,722.5019885,724.3043885,1.8024,180.24,1.1265,NO
1398,1,722.9258954,724.0526097,1.126714286,118.305,0.985875,NO
1399,2,723.3808873,724.8804873,1.4996,149.96,0.93725,NO
1400,2,724.2270346,726.1564346,1.9294,192.94,1.205875,NO
1401,1,724.8187732,726.2064875,1.387714286,145.71,1.21425,NO
1402,0,724.8445107,725.6171107,0.7726,77.26,0.96575,YES
1403,1,725.6087272,726.7580129,1.149285714,120.675,1.005625,NO
1404,0,726.3837969,727.3444969,0.9607,96.07,1.200875,YES
1405,0,726.862391,727.705891,0.8435,84.35,1.054375,YES
1406,2,726.8812482,728.7474482,1.8662,186.62,1.166375,NO
1407,0,727.6086795,728.5661795,0.9575,95.75,1.196875,YES
1408,2,727.746997,729.595597,1.8486,184.86,1.155375,NO
1409,2,728.2137332,729.6345332,1.4208,142.08,0.888,NO
1410,1,728.7136794,730.1372508,1.423571429,149.475,1.245625,NO
1411,2,729.0343126,730.8017126,1.7674,176.74,1.104625,NO
1412,1,730.7632194,731.7872194,1.024,107.52,0.896,NO
1413,2,731.2227936,733.0513936,1.8286,182.86,1.142875,NO
1414,1,731.3572829,732.3815686,1.024285714,107.55,0.89625,NO
1415,1,731.5829558,732.8805272,1.297571429,136.245,1.135375,NO
1416,2,731.6320194,733.3588194,1.7268,172.68,1.07925,NO
1417,1,731.7439858,733.1322715,1.388285714,145.77,1.21475,NO
1418,0,732.1131066,732.8881066,0.775,77.5,0.96875,YES
1419,2,732.6085856,734.0411856,1.4326,143.26,0.895375,NO
1420,1,733.1095631,734.4327059,1.323142857,138.93,1.15775,NO
1421,2,734.9521784,736.4495784,1.4974,149.74,0.935875,NO
1422,1,735.1427299,736.3541584,1.211428571,127.2,1.06,NO
1423,0,735.5831961,736.4180961,0.8349,83.49,1.043625,YES
1424,1,735.8333177,736.8431748,1.009857143,106.035,0.883625,NO
1425,2,736.4792163,738.1840163,1.7048,170.48,1.0655,NO
1426,1,736.5034918,737.6314918,1.128,118.44,0.987,NO
1427,2,737.1041746,739.0939746,1.9898,198.98,1.243625,NO
1428,2,737.2994042,739.2076042,1.9082,190.82,1.192625,NO
1429,0,737.6553116,738.5375116,0.8822,88.22,1.10275,YES
1430,1,738.3214009,739.3589723,1.037571429,108.945,0.907875,NO
1431,2,738.6104466,740.5116466,1.9012,190.12,1.18825,NO
1432,2,739.9435986,741.7867986,1.8432,184.32,1.152,NO
1433,0,740.3093524,741.1650524,0.8557,85.57,1.069625,YES
1434,1,740.398398,741.4822552,1.083857143,113.805,0.948375,NO
1435,2,740.8453259,742.2653259,1.42,142,0.8875,NO
1436,0,741.2511471,741.9534471,0.7023,70.23,0.877875,YES
1437,0,741.6906235,742.3930235,0.7024,70.24,0.878,YES
1438,1,742.4643635,743.5027921,1.038428571,109.035,0.908625,NO
1439,0,743.6786038,744.4868038,0.8082,80.82,1.01025,YES
1440,1,743.835589,744.8843033,1.048714286,110.115,0.917625,NO
1441,0,744.1113302,745.0023302,0.891,89.1,1.11375,YES
1442,2,744.2933042,746.0457042,1.7524,175.24,1.09525,NO
1443,1,744.3040011,745.6254297,1.321428571,138.75,1.15625,NO
1444,2,744.7853872,746.4907872,1.7054,170.54,1.065875,NO
1445,0,745.059846,745.792946,0.7331,73.31,0.916375,YES
1446,2,745.2114356,746.6770356,1.4656,146.56,0.916,NO
1447,1,747.3595643,748.6852786,1.325714286,139.2,1.16,NO
1448,0,747.8245524,748.5621524,0.7376,73.76,0.922,YES
1449,1,748.1882104,749.444639,1.256428571,131.925,1.099375,NO
1450,0,748.4290686,749.2053686,0.7763,77.63,0.970375,YES
1451,0,748.6644036,749.6595036,0.9951,99.51,1.243875,YES
1452,0,749.2614219,750.2365219,0.9751,97.51,1.218875,YES
1453,1,749.5775452,750.5785452,1.001,105.105,0.875875,NO
1454,2,749.6122138,751.1494138,1.5372,153.72,0.96075,NO
1455,2,749.701896,751.392296,1.6904,169.04,1.0565,NO
1456,0,750.3717738,751.1090738,0.7373,73.73,0.921625,YES
1457,1,751.7982911,752.9681483,1.169857143,122.835,1.023625,NO
1458,2,752.0831166,754.0325166,1.9494,194.94,1.218375,NO
1459,2,753.0248062,754.7884062,1.7636,176.36,1.10225,NO
1460,2,753.1847412,754.6805412,1.4958,149.58,0.934875,NO
1461,0,753.4679815,754.2011815,0.7332,73.32,0.9165,YES
1462,1,753.7374567,755.004171,1.266714286,133.005,1.108375,NO
1463,1,753.9436549,755.2703692,1.326714286,139.305,1.160875,NO
1464,0,755.1130974,755.8979974,0.7849,78.49,0.981125,YES
1465,0,755.1675137,755.9219137,0.7544,75.44,0.943,YES
1466,0,755.7251882,756.6609882,0.9358,93.58,1.16975,YES
1467,2,755.9780228,757.4022228,1.4242,142.42,0.890125,NO
1468,1,756.9079586,758.1118157,1.203857143,126.405,1.053375,NO
1469,0,757.3852087,758.1268087,0.7416,74.16,0.927,YES
1470,0,758.2134915,758.9666915,0.7532,75.32,0.9415,YES
1471,0,758.3097646,759.2281646,0.9184,91.84,1.148,YES
1472,1,758.5367362,759.6093077,1.072571429,112.62,0.9385,NO
1473,2,758.5449301,760.1597301,1.6148,161.48,1.00925,NO
1474,0,759.5763988,760.3921988,0.8158,81.58,1.01975,YES
1475,2,759.872929,761.337329,1.4644,146.44,0.91525,NO
1476,1,760.6139809,761.9326952,1.318714286,138.465,1.153875,NO
1477,2,761.7456112,763.4122112,1.6666,166.66,1.041625,NO
1478,2,761.7484805,763.5206805,1.7722,177.22,1.107625,NO
1479,2,761.9059588,763.3725588,1.4666,146.66,0.916625,NO
1480,2,762.6758742,764.6474742,1.9716,197.16,1.23225,NO
1481,1,762.6895262,763.8495262,1.16,121.8,1.015,NO
