TaskID,SelectedCloud,StartTime,EndTime,ExecutionTime,CPUCost,SLADuration,SLAMet
1,1,54.626576273144764,55.626576273144764,1.0,119.46,0.8848888888888888,NO
2,1,54.637989118959226,55.637989118959226,1.0,132.15,0.9788888888888889,NO
3,1,55.23456042791249,56.23456042791249,1.0,106.785,0.791,NO
4,1,55.68230224430857,56.68230224430857,1.0,107.175,0.7938888888888889,NO
5,0,55.77091995003724,55.77091995003724,0.0,72.55,0.8061111111111111,YES
6,1,56.33897109270891,57.33897109270891,1.0,128.82,0.9542222222222222,NO
7,1,56.63508319761481,57.63508319761481,1.0,143.925,1.066111111111111,YES
8,1,57.46648485995324,58.46648485995324,1.0,132.84,0.984,NO
9,1,57.54344782760723,58.54344782760723,1.0,114.3,0.8466666666666667,NO
10,1,57.692983358220935,58.692983358220935,1.0,129.525,0.9594444444444444,NO
11,1,58.25315254628953,59.25315254628953,1.0,121.185,0.8976666666666666,NO
12,1,58.27597823791845,59.27597823791845,1.0,138.9,1.028888888888889,YES
13,1,59.46912085582498,60.46912085582498,1.0,144.09,1.0673333333333332,YES
14,1,60.36460448861715,61.36460448861715,1.0,145.62,1.0786666666666667,YES
15,1,60.54183990007448,61.54183990007448,1.0,112.515,0.8334444444444444,NO
16,1,61.67794218541782,62.67794218541782,1.0,108.915,0.8067777777777778,NO
17,1,61.87972881943429,62.87972881943429,1.0,136.44,1.0106666666666666,YES
18,1,61.91396735687768,62.91396735687768,1.0,119.325,0.8838888888888888,NO
19,1,62.27016639522962,63.27016639522962,1.0,111.33,0.8246666666666667,NO
20,1,63.703681283737474,64.70368128373747,1.0,141.48,1.048,YES
21,1,63.93296971990648,64.93296971990648,1.0,141.825,1.0505555555555555,YES
22,1,64.08689565521446,65.08689565521446,1.0,123.735,0.9165555555555556,NO
23,1,64.38596671644187,65.38596671644187,1.0,137.85,1.021111111111111,YES
24,1,65.04690673292572,66.04690673292572,1.0,133.56,0.9893333333333333,NO
25,1,65.31275985011172,66.31275985011172,1.0,135.81,1.006,YES
26,1,65.50630509257905,66.50630509257905,1.0,148.845,1.1025555555555555,YES
27,2,65.5519564758369,66.5519564758369,1.0,195.94,1.0885555555555555,YES
28,1,67.01691327812674,68.01691327812674,1.0,109.665,0.8123333333333334,NO
29,1,67.90524959284444,68.90524959284444,1.0,119.94,0.8884444444444445,NO
30,1,67.93824171164997,68.93824171164997,1.0,110.655,0.8196666666666667,NO
31,1,69.13288136572382,70.13288136572382,1.0,128.895,0.9547777777777777,NO
32,1,69.18994559479613,70.18994559479613,1.0,129.36,0.9582222222222222,NO
33,2,69.7292089772343,70.7292089772343,1.0,191.18,1.062111111111111,YES
34,2,70.08367980014896,71.08367980014896,1.0,195.92,1.0884444444444445,YES
35,1,70.39945457985972,71.39945457985972,1.0,131.85,0.9766666666666667,NO
36,0,70.6303434828217,70.6303434828217,0.0,74.98,0.8331111111111111,YES
37,1,71.07895007466281,72.07895007466281,1.0,115.02,0.852,NO
38,2,72.17280213956245,73.17280213956245,1.0,199.18,1.1065555555555555,YES
39,1,72.35588437083565,73.35588437083565,1.0,126.24,0.9351111111111111,NO
40,1,72.75945763886858,73.75945763886858,1.0,112.005,0.8296666666666667,NO
41,1,72.82793471375535,73.82793471375535,1.0,141.51,1.0482222222222222,YES
42,1,73.54033279045926,74.54033279045926,1.0,147.885,1.0954444444444444,YES
43,1,74.41151122154287,75.41151122154287,1.0,136.965,1.0145555555555557,YES
44,1,74.8545997501862,75.8545997501862,1.0,136.755,1.013,YES
45,1,76.38603391201335,77.38603391201335,1.0,113.22,0.8386666666666667,NO
46,1,76.40736256747493,77.40736256747493,1.0,114.465,0.8478888888888889,NO
47,2,76.46592383271458,77.46592383271458,1.0,181.68,1.0093333333333334,YES
48,1,76.86593943981296,77.86593943981296,1.0,121.065,0.8967777777777778,NO
49,0,77.17379131042892,77.17379131042892,0.0,70.76,0.7862222222222223,YES
50,1,77.69485546354457,78.69485546354457,1.0,149.97,1.1108888888888888,YES
51,1,77.77193343288376,78.77193343288376,1.0,145.875,1.0805555555555555,YES
52,1,79.09381346585144,80.09381346585144,1.0,111.015,0.8223333333333334,NO
53,1,79.17541598807408,80.17541598807408,1.0,119.31,0.8837777777777778,NO
54,1,79.62551970022344,80.62551970022344,1.0,138.63,1.026888888888889,YES
55,1,80.01261018515811,81.01261018515811,1.0,108.57,0.8042222222222222,NO
56,1,80.1039129516738,81.1039129516738,1.0,117.39,0.8695555555555555,NO
57,1,80.64192299538742,81.64192299538742,1.0,108.195,0.8014444444444444,NO
58,1,83.03382655625349,84.03382655625349,1.0,125.97,0.9331111111111111,NO
59,2,83.3324242997662,84.3324242997662,1.0,180.22,1.0012222222222222,YES
60,1,83.63918645830287,84.63918645830287,1.0,131.82,0.9764444444444444,NO
61,1,83.71723913803615,84.71723913803615,1.0,116.1,0.86,NO
62,1,83.74190207063303,84.74190207063303,1.0,122.805,0.9096666666666666,NO
63,1,83.77611571016001,84.77611571016001,1.0,124.83,0.9246666666666666,NO
64,1,84.39643965026067,85.39643965026067,1.0,139.215,1.0312222222222223,YES
65,1,84.4649167911047,85.4649167911047,1.0,136.665,1.0123333333333333,YES
66,1,84.8104991856889,85.8104991856889,1.0,118.245,0.8758888888888889,NO
67,0,84.8764834232999,84.8764834232999,0.0,71.42,0.7935555555555556,YES
68,1,87.26576273144764,88.26576273144764,1.0,105.36,0.7804444444444445,NO
69,1,87.37989118959226,88.37989118959226,1.0,116.85,0.8655555555555555,NO
