TaskID,SelectedCloud,StartTime,EndTime,ExecutionTime,CPUCost,SLADuration,SLAMet
1,2,54.06279645574533,55.06279645574533,1.0,190.44,1.058,YES
2,1,54.8790961482108,55.8790961482108,1.0,109.38,0.8102222222222222,NO
3,1,55.304723539675976,56.304723539675976,1.0,110.82,0.8208888888888889,NO
4,0,55.693372791015115,55.693372791015115,0.0,71.3,0.7922222222222223,YES
5,2,55.7736550832832,56.7736550832832,1.0,153.86,0.8547777777777777,NO
6,1,55.85111833986516,56.85111833986516,1.0,130.215,0.9645555555555556,NO
7,2,56.57715228280743,57.57715228280743,1.0,157.24,0.8735555555555555,NO
8,0,57.125592911490656,57.125592911490656,0.0,74.29,0.8254444444444444,YES
9,2,57.184172382039264,58.184172382039264,1.0,177.74,0.9874444444444445,NO
10,2,57.953421089182534,58.953421089182534,1.0,149.44,0.8302222222222222,NO
11,2,57.97885828399034,58.97885828399034,1.0,142.9,0.7938888888888889,NO
12,2,58.7581922964216,59.7581922964216,1.0,176.52,0.9806666666666667,NO
13,1,59.60944707935195,60.60944707935195,1.0,111.0,0.8222222222222222,NO
14,1,60.188389367235985,61.188389367235985,1.0,149.925,1.1105555555555555,YES
15,2,60.38674558203023,61.38674558203023,1.0,165.5,0.9194444444444444,NO
16,2,60.547310166566405,61.547310166566405,1.0,174.64,0.9702222222222222,NO
17,0,60.70223667973032,60.70223667973032,0.0,86.65,0.9627777777777777,YES
18,1,62.154304565614865,63.154304565614865,1.0,124.29,0.9206666666666666,NO
19,1,62.6372884446324,63.6372884446324,1.0,134.835,0.9987777777777778,NO
20,1,63.25118582298131,64.25118582298131,1.0,116.37,0.862,NO
21,2,63.36834476407853,64.36834476407853,1.0,160.22,0.8901111111111111,NO
22,1,63.91417061902793,64.91417061902793,1.0,123.6,0.9155555555555556,NO
23,2,64.90684217836507,65.90684217836507,1.0,142.66,0.7925555555555556,NO
24,2,64.95771656798068,65.95771656798068,1.0,188.44,1.046888888888889,YES
25,0,65.08011837304535,65.08011837304535,0.0,85.42,0.9491111111111111,YES
26,1,65.3209652498496,66.3209652498496,1.0,121.65,0.9011111111111111,NO
27,0,65.55335501959549,65.55335501959549,0.0,94.43,1.0492222222222223,YES
28,0,66.31398227872664,66.31398227872664,0.0,87.76,0.9751111111111112,YES
29,1,66.5163845928432,67.5163845928432,1.0,147.405,1.091888888888889,YES
30,2,67.7314568484223,68.7314568484223,1.0,154.2,0.8566666666666667,NO
31,2,68.2188941587039,69.2188941587039,1.0,174.46,0.9692222222222222,NO
32,1,69.37677873447197,70.37677873447197,1.0,130.695,0.9681111111111111,NO
33,1,69.5525171461178,70.5525171461178,1.0,116.73,0.8646666666666667,NO
34,1,69.77349116406047,70.77349116406047,1.0,141.405,1.0474444444444444,YES
35,1,70.09462033313281,71.09462033313281,1.0,138.675,1.0272222222222223,YES
36,0,70.395480741054,70.395480741054,0.0,74.01,0.8223333333333334,YES
37,0,70.40447335946065,70.40447335946065,0.0,79.48,0.8831111111111111,YES
38,1,71.8602632675476,72.8602632675476,1.0,133.485,0.9887777777777778,NO
39,0,71.93657485197103,71.93657485197103,0.0,98.74,1.0971111111111111,YES
40,1,72.4395751902173,73.4395751902173,1.0,136.5,1.011111111111111,YES
41,1,72.52361769837988,73.52361769837988,1.0,105.9,0.7844444444444445,NO
42,1,73.30860913122973,74.30860913122973,1.0,149.37,1.1064444444444443,YES
43,1,74.27457688926481,75.27457688926481,1.0,123.66,0.916,NO
44,1,74.4668639550756,75.4668639550756,1.0,139.875,1.0361111111111112,YES
45,1,74.86827541641601,75.86827541641601,1.0,143.67,1.0642222222222222,YES
46,1,75.25559169932582,76.25559169932582,1.0,138.075,1.0227777777777778,YES
47,2,75.50237164596263,76.50237164596263,1.0,180.28,1.0015555555555555,YES
48,1,75.73668952815706,76.73668952815706,1.0,121.545,0.9003333333333333,NO
49,1,76.82834123805586,77.82834123805586,1.0,129.21,0.9571111111111111,NO
50,1,78.15367303747561,79.15367303747561,1.0,109.62,0.812,NO
51,2,78.56516810170795,79.56516810170795,1.0,159.82,0.8878888888888888,NO
52,0,78.81368435673012,78.81368435673012,0.0,97.84,1.0871111111111111,YES
53,1,78.88576141403716,79.88576141403716,1.0,125.985,0.9332222222222222,NO
54,0,78.91543313596138,78.91543313596138,0.0,88.91,0.9878888888888889,YES
55,2,79.16023674609072,80.16023674609072,1.0,173.58,0.9643333333333334,NO
56,2,79.64193049969921,80.64193049969921,1.0,153.14,0.8507777777777777,NO
57,0,80.10671003919099,80.10671003919099,0.0,72.25,0.8027777777777778,YES
58,2,81.13306477773183,82.13306477773183,1.0,192.28,1.0682222222222222,YES
59,0,81.62796455745328,81.62796455745328,0.0,85.32,0.948,YES
60,1,81.92086191019632,82.92086191019632,1.0,139.965,1.0367777777777778,YES
61,2,82.03276918568642,83.03276918568642,1.0,150.52,0.8362222222222222,NO
62,1,83.85360953710584,84.85360953710584,1.0,132.015,0.9778888888888889,NO
63,2,84.41558558298242,85.41558558298242,1.0,199.28,1.1071111111111112,YES
64,0,84.4629136968446,84.4629136968446,0.0,96.34,1.0704444444444445,YES
65,0,84.69076101319861,84.69076101319861,0.0,95.14,1.0571111111111111,YES
66,0,84.95782837905615,84.95782837905615,0.0,87.17,0.9685555555555555,YES
67,1,85.43778831740781,86.43778831740781,1.0,148.53,1.1002222222222222,YES
68,2,85.76710544591265,86.76710544591265,1.0,149.74,0.8318888888888889,NO
69,0,85.89429141995173,85.89429141995173,0.0,85.34,0.9482222222222222,YES
